"IDDIRECCION","DETALLEDIRECCION","IDDISTRITO"
2210,"Oroci de Cartago",30111
2211,"Heredia Centro",30201
2212,"Ciudad quesada,San Carlos",30202
2213,"El centro de SanRafael de Heredia",30203
2214,"Casa #3 Hatillo 8",30204
2215,"Oroci de Cartago",30205
2216,"Heredia Centro",30206
2217,"Ciudad quesada,San Carlos",30301
2218,"El centro de SanRafael de Heredia",30302
2219,"Casa #3 Hatillo 8",30303
2220,"Oroci de Cartago",30304
2221,"Heredia Centro",30305
2222,"Ciudad quesada,San Carlos",30306
2223,"El centro de SanRafael de Heredia",30307
2224,"Casa #3 Hatillo 8",30308
2225,"Oroci de Cartago",30401
2226,"Heredia Centro",30402
2227,"Ciudad quesada,San Carlos",30403
2228,"El centro de SanRafael de Heredia",30501
2229,"Casa #3 Hatillo 8",30502
2230,"Oroci de Cartago",30503
2231,"Heredia Centro",30504
2232,"Ciudad quesada,San Carlos",30505
2233,"El centro de SanRafael de Heredia",30506
2234,"Casa #3 Hatillo 8",30507
2235,"Oroci de Cartago",30508
2236,"Heredia Centro",30509
2237,"Ciudad quesada,San Carlos",30510
2238,"El centro de SanRafael de Heredia",30511
2239,"Casa #3 Hatillo 8",30512
2240,"Oroci de Cartago",30601
2241,"Heredia Centro",30602
2242,"Ciudad quesada,San Carlos",30603
2243,"El centro de SanRafael de Heredia",30701
2244,"Casa #3 Hatillo 8",30702
2245,"Oroci de Cartago",30703
2246,"Heredia Centro",30704
2247,"Ciudad quesada,San Carlos",30705
2248,"El centro de SanRafael de Heredia",30801
2249,"Casa #3 Hatillo 8",30802
2250,"Oroci de Cartago",30803
2251,"Heredia Centro",30804
2252,"Ciudad quesada,San Carlos",40101
2253,"El centro de SanRafael de Heredia",40102
2254,"Casa #3 Hatillo 8",40103
2255,"Oroci de Cartago",40104
2256,"Heredia Centro",40105
2257,"Ciudad quesada,San Carlos",40201
2258,"El centro de SanRafael de Heredia",40202
2259,"Casa #3 Hatillo 8",40203
2260,"Oroci de Cartago",40204
2261,"Heredia Centro",40205
2262,"Ciudad quesada,San Carlos",40206
2263,"El centro de SanRafael de Heredia",40301
2264,"Casa #3 Hatillo 8",40302
2265,"Oroci de Cartago",40303
2266,"Heredia Centro",40304
2267,"Ciudad quesada,San Carlos",40305
2268,"El centro de SanRafael de Heredia",40306
2269,"Casa #3 Hatillo 8",40307
2270,"Oroci de Cartago",40308
2271,"Heredia Centro",40401
2272,"Ciudad quesada,San Carlos",40402
2273,"El centro de SanRafael de Heredia",40403
2274,"Casa #3 Hatillo 8",40404
2275,"Oroci de Cartago",40405
2276,"Heredia Centro",40406
2277,"Ciudad quesada,San Carlos",40501
2278,"El centro de SanRafael de Heredia",40502
2279,"Casa #3 Hatillo 8",40503
2280,"Oroci de Cartago",40504
2281,"Heredia Centro",40505
2282,"Ciudad quesada,San Carlos",40601
2283,"El centro de SanRafael de Heredia",40602
2284,"Casa #3 Hatillo 8",40603
2285,"Oroci de Cartago",40604
2286,"Heredia Centro",40701
2287,"Ciudad quesada,San Carlos",40702
2288,"El centro de SanRafael de Heredia",40703
2289,"Casa #3 Hatillo 8",40801
2290,"Oroci de Cartago",40802
2291,"Heredia Centro",40803
2292,"Ciudad quesada,San Carlos",40901
2293,"El centro de SanRafael de Heredia",40902
2294,"Casa #3 Hatillo 8",41001
2295,"Oroci de Cartago",41002
2296,"Heredia Centro",41003
2297,"Ciudad quesada,San Carlos",41004
2298,"El centro de SanRafael de Heredia",41005
2299,"Casa #3 Hatillo 8",50101
2300,"Oroci de Cartago",50102
2301,"Heredia Centro",50103
2302,"Ciudad quesada,San Carlos",50104
2303,"El centro de SanRafael de Heredia",50105
2304,"Casa #3 Hatillo 8",50201
2305,"Oroci de Cartago",50202
2306,"Heredia Centro",50203
2307,"Ciudad quesada,San Carlos",50204
2308,"El centro de SanRafael de Heredia",50205
2309,"Casa #3 Hatillo 8",50206
2310,"Oroci de Cartago",50207
2311,"Heredia Centro",50301
2312,"Ciudad quesada,San Carlos",50302
2313,"El centro de SanRafael de Heredia",50303
2314,"Casa #3 Hatillo 8",50304
2315,"Oroci de Cartago",50305
2316,"Heredia Centro",50306
2317,"Ciudad quesada,San Carlos",50307
2318,"El centro de SanRafael de Heredia",50308
2319,"Casa #3 Hatillo 8",50309
2320,"Oroci de Cartago",50401
2321,"Heredia Centro",50402
2322,"Ciudad quesada,San Carlos",50403
2323,"El centro de SanRafael de Heredia",50404
2324,"Casa #3 Hatillo 8",50501
2325,"Oroci de Cartago",50502
2326,"Heredia Centro",50503
2327,"Ciudad quesada,San Carlos",50504
2328,"El centro de SanRafael de Heredia",50601
2329,"Casa #3 Hatillo 8",50602
2330,"Oroci de Cartago",50603
2331,"Heredia Centro",50604
2332,"Ciudad quesada,San Carlos",50605
2333,"El centro de SanRafael de Heredia",50701
2334,"Casa #3 Hatillo 8",50702
2335,"Oroci de Cartago",50703
2336,"Heredia Centro",50704
2337,"Ciudad quesada,San Carlos",50801
2338,"El centro de SanRafael de Heredia",50802
2339,"Casa #3 Hatillo 8",50803
2340,"Oroci de Cartago",50804
2341,"Heredia Centro",50805
2342,"Ciudad quesada,San Carlos",50806
2343,"El centro de SanRafael de Heredia",50807
2344,"Casa #3 Hatillo 8",50808
2345,"Oroci de Cartago",50901
2346,"Heredia Centro",50902
2347,"Ciudad quesada,San Carlos",50903
2348,"El centro de SanRafael de Heredia",50904
2349,"Casa #3 Hatillo 8",50905
2350,"Oroci de Cartago",50906
2351,"Heredia Centro",51001
2352,"Ciudad quesada,San Carlos",51002
2353,"El centro de SanRafael de Heredia",51003
2354,"Casa #3 Hatillo 8",51004
2355,"Oroci de Cartago",51101
2356,"Heredia Centro",51102
2357,"Ciudad quesada,San Carlos",51103
2358,"El centro de SanRafael de Heredia",51104
2359,"Casa #3 Hatillo 8",51105
2360,"Oroci de Cartago",60101
2361,"Heredia Centro",60102
2362,"Ciudad quesada,San Carlos",60103
2363,"El centro de SanRafael de Heredia",60104
2364,"Casa #3 Hatillo 8",60105
2365,"Oroci de Cartago",60106
2366,"Heredia Centro",60107
2367,"Ciudad quesada,San Carlos",60108
2368,"El centro de SanRafael de Heredia",60110
2369,"Casa #3 Hatillo 8",60111
2370,"Oroci de Cartago",60112
2371,"Heredia Centro",60113
2372,"Ciudad quesada,San Carlos",60114
2373,"El centro de SanRafael de Heredia",60115
2374,"Casa #3 Hatillo 8",60116
2375,"Oroci de Cartago",60201
2376,"Heredia Centro",60202
2377,"Ciudad quesada,San Carlos",60203
2378,"El centro de SanRafael de Heredia",60204
2379,"Casa #3 Hatillo 8",60205
2380,"Oroci de Cartago",60206
2381,"Heredia Centro",60301
2382,"Ciudad quesada,San Carlos",60302
2383,"El centro de SanRafael de Heredia",60303
2384,"Casa #3 Hatillo 8",60304
2385,"Oroci de Cartago",60305
2386,"Heredia Centro",60306
2387,"Ciudad quesada,San Carlos",60307
2388,"El centro de SanRafael de Heredia",60308
2389,"Casa #3 Hatillo 8",60309
2390,"Oroci de Cartago",60401
2391,"Heredia Centro",60402
2392,"Ciudad quesada,San Carlos",60403
2393,"El centro de SanRafael de Heredia",60501
2394,"Casa #3 Hatillo 8",60502
2395,"Oroci de Cartago",60503
2396,"Heredia Centro",60504
2397,"Ciudad quesada,San Carlos",60505
2398,"El centro de SanRafael de Heredia",60506
2399,"Casa #3 Hatillo 8",60601
2400,"Oroci de Cartago",60602
2401,"Heredia Centro",60603
2402,"Ciudad quesada,San Carlos",60701
2403,"El centro de SanRafael de Heredia",60702
2404,"Casa #3 Hatillo 8",60703
2405,"Oroci de Cartago",60704
2406,"Heredia Centro",60801
2407,"Ciudad quesada,San Carlos",60802
2408,"El centro de SanRafael de Heredia",60803
2409,"Casa #3 Hatillo 8",60804
2410,"Oroci de Cartago",60805
2411,"Heredia Centro",60806
2412,"Ciudad quesada,San Carlos",60901
2413,"El centro de SanRafael de Heredia",61001
2414,"Casa #3 Hatillo 8",61002
2415,"Oroci de Cartago",61003
2416,"Heredia Centro",61004
2417,"Ciudad quesada,San Carlos",61101
2418,"El centro de SanRafael de Heredia",61102
2419,"Casa #3 Hatillo 8",61103
2420,"Oroci de Cartago",61201
2421,"Heredia Centro",70101
2422,"Ciudad quesada,San Carlos",70102
2423,"El centro de SanRafael de Heredia",70103
2424,"Casa #3 Hatillo 8",70104
2425,"Oroci de Cartago",70201
2426,"Heredia Centro",70202
2427,"Ciudad quesada,San Carlos",70203
2428,"El centro de SanRafael de Heredia",70204
2429,"Casa #3 Hatillo 8",70205
2430,"Oroci de Cartago",70206
2431,"Heredia Centro",70207
2432,"Ciudad quesada,San Carlos",70301
2433,"El centro de SanRafael de Heredia",70302
2434,"Casa #3 Hatillo 8",70303
2435,"Oroci de Cartago",70304
2436,"Heredia Centro",70305
2437,"Ciudad quesada,San Carlos",70306
2438,"El centro de SanRafael de Heredia",70307
2439,"Casa #3 Hatillo 8",70401
2440,"Oroci de Cartago",70402
2441,"Heredia Centro",70403
2442,"Ciudad quesada,San Carlos",70404
2443,"El centro de SanRafael de Heredia",70501
2444,"Casa #3 Hatillo 8",70502
2445,"Oroci de Cartago",70503
2446,"Heredia Centro",70601
2447,"Ciudad quesada,San Carlos",70602
2448,"El centro de SanRafael de Heredia",70603
2449,"Casa #3 Hatillo 8",70604
2450,"Oroci de Cartago",70605
2451,"Heredia Centro",10101
2452,"Ciudad quesada,San Carlos",10102
2453,"El centro de SanRafael de Heredia",10103
2454,"Casa #3 Hatillo 8",10104
2455,"Oroci de Cartago",10105
2456,"Heredia Centro",10106
2457,"Ciudad quesada,San Carlos",10107
2458,"El centro de SanRafael de Heredia",10108
2459,"Casa #3 Hatillo 8",10109
2460,"Oroci de Cartago",10110
2461,"Heredia Centro",10111
2462,"Ciudad quesada,San Carlos",10201
2463,"El centro de SanRafael de Heredia",10202
2464,"Casa #3 Hatillo 8",10203
2465,"Oroci de Cartago",10301
2466,"Heredia Centro",10302
2467,"Ciudad quesada,San Carlos",10303
2468,"El centro de SanRafael de Heredia",10304
2469,"Casa #3 Hatillo 8",10305
2470,"Oroci de Cartago",10306
2471,"Heredia Centro",10307
2472,"Ciudad quesada,San Carlos",10308
2473,"El centro de SanRafael de Heredia",10309
2474,"Casa #3 Hatillo 8",10310
2475,"Oroci de Cartago",10311
2476,"Heredia Centro",10312
2477,"Ciudad quesada,San Carlos",10313
2478,"El centro de SanRafael de Heredia",10401
2479,"Casa #3 Hatillo 8",10402
2480,"Oroci de Cartago",10403
2481,"Heredia Centro",10404
2482,"Ciudad quesada,San Carlos",10405
2483,"El centro de SanRafael de Heredia",10406
2484,"Casa #3 Hatillo 8",10407
2485,"Oroci de Cartago",10408
2486,"Heredia Centro",10409
2487,"Ciudad quesada,San Carlos",10501
2488,"El centro de SanRafael de Heredia",10502
2489,"Casa #3 Hatillo 8",10503
2490,"Oroci de Cartago",10601
2491,"Heredia Centro",10602
2492,"Ciudad quesada,San Carlos",10603
2493,"El centro de SanRafael de Heredia",10604
2494,"Casa #3 Hatillo 8",10605
2495,"Oroci de Cartago",10606
2496,"Heredia Centro",10607
2497,"Ciudad quesada,San Carlos",10701
2498,"El centro de SanRafael de Heredia",10702
2499,"Casa #3 Hatillo 8",10703
2500,"Oroci de Cartago",10704
2501,"Heredia Centro",10705
2502,"Ciudad quesada,San Carlos",10706
2503,"El centro de SanRafael de Heredia",10707
2504,"Casa #3 Hatillo 8",10801
2505,"Oroci de Cartago",10802
2506,"Heredia Centro",10803
2507,"Ciudad quesada,San Carlos",10804
2508,"El centro de SanRafael de Heredia",10805
2509,"Casa #3 Hatillo 8",10806
2510,"Oroci de Cartago",10807
2511,"Heredia Centro",10901
2512,"Ciudad quesada,San Carlos",10902
2513,"El centro de SanRafael de Heredia",10903
2514,"Casa #3 Hatillo 8",10904
2515,"Oroci de Cartago",10905
2516,"Heredia Centro",10906
2517,"Ciudad quesada,San Carlos",11001
2518,"El centro de SanRafael de Heredia",11002
2519,"Casa #3 Hatillo 8",11003
2520,"Oroci de Cartago",11004
2521,"Heredia Centro",11005
2522,"Ciudad quesada,San Carlos",11101
2523,"El centro de SanRafael de Heredia",11102
2524,"Casa #3 Hatillo 8",11103
2525,"Oroci de Cartago",11104
2526,"Heredia Centro",11105
2527,"Ciudad quesada,San Carlos",11201
2528,"El centro de SanRafael de Heredia",11202
2529,"Casa #3 Hatillo 8",11203
2530,"Oroci de Cartago",11204
2531,"Heredia Centro",11205
2532,"Ciudad quesada,San Carlos",11301
2533,"El centro de SanRafael de Heredia",11302
2534,"Casa #3 Hatillo 8",11303
2535,"Oroci de Cartago",11304
2536,"Heredia Centro",11305
2537,"Ciudad quesada,San Carlos",11401
2538,"El centro de SanRafael de Heredia",11402
2539,"Casa #3 Hatillo 8",11403
2540,"Oroci de Cartago",11501
2541,"Heredia Centro",11502
2542,"Ciudad quesada,San Carlos",11503
2543,"El centro de SanRafael de Heredia",11504
2544,"Casa #3 Hatillo 8",11601
2545,"Oroci de Cartago",11602
2546,"Heredia Centro",11603
2547,"Ciudad quesada,San Carlos",11604
2548,"El centro de SanRafael de Heredia",11605
2549,"Casa #3 Hatillo 8",11701
2550,"Oroci de Cartago",11702
2551,"Heredia Centro",11703
2552,"Ciudad quesada,San Carlos",11801
2553,"El centro de SanRafael de Heredia",11802
2554,"Casa #3 Hatillo 8",11803
2555,"Oroci de Cartago",11804
2556,"Heredia Centro",11901
2557,"Ciudad quesada,San Carlos",11902
2558,"El centro de SanRafael de Heredia",11903
2559,"Casa #3 Hatillo 8",11904
2560,"Oroci de Cartago",11905
2561,"Heredia Centro",11906
2562,"Ciudad quesada,San Carlos",11907
2563,"El centro de SanRafael de Heredia",11908
2564,"Casa #3 Hatillo 8",11909
2565,"Oroci de Cartago",11910
2566,"Heredia Centro",11911
2567,"Ciudad quesada,San Carlos",11912
2568,"El centro de SanRafael de Heredia",12001
2569,"Casa #3 Hatillo 8",12002
2570,"Oroci de Cartago",12003
2571,"Heredia Centro",12004
2572,"Ciudad quesada,San Carlos",12005
2573,"El centro de SanRafael de Heredia",12006
2574,"Casa #3 Hatillo 8",20101
2575,"Oroci de Cartago",20102
2576,"Heredia Centro",20103
2577,"Ciudad quesada,San Carlos",20104
2578,"El centro de SanRafael de Heredia",20105
2579,"Casa #3 Hatillo 8",20106
2580,"Oroci de Cartago",20107
2581,"Heredia Centro",20108
2582,"Ciudad quesada,San Carlos",20109
2583,"El centro de SanRafael de Heredia",20110
2584,"Casa #3 Hatillo 8",20111
2585,"Oroci de Cartago",20112
2586,"Heredia Centro",20113
2587,"Ciudad quesada,San Carlos",20114
2588,"El centro de SanRafael de Heredia",20201
2589,"Casa #3 Hatillo 8",20202
2590,"Oroci de Cartago",20203
2591,"Heredia Centro",20204
2592,"Ciudad quesada,San Carlos",20205
2593,"El centro de SanRafael de Heredia",20206
2594,"Casa #3 Hatillo 8",20207
2595,"Oroci de Cartago",20208
2596,"Heredia Centro",20209
2597,"Ciudad quesada,San Carlos",20210
2598,"El centro de SanRafael de Heredia",20211
2599,"Casa #3 Hatillo 8",20212
2600,"Oroci de Cartago",20213
2601,"Heredia Centro",20214
2602,"Ciudad quesada,San Carlos",20301
2603,"El centro de SanRafael de Heredia",20302
2604,"Casa #3 Hatillo 8",20303
2605,"Oroci de Cartago",20304
2606,"Heredia Centro",20305
2607,"Ciudad quesada,San Carlos",20307
2608,"El centro de SanRafael de Heredia",20308
2609,"Casa #3 Hatillo 8",20401
2610,"Oroci de Cartago",20402
2611,"Heredia Centro",20403
2612,"Ciudad quesada,San Carlos",20404
2613,"El centro de SanRafael de Heredia",20501
2614,"Casa #3 Hatillo 8",20502
2615,"Oroci de Cartago",20503
2616,"Heredia Centro",20504
2617,"Ciudad quesada,San Carlos",20505
2618,"El centro de SanRafael de Heredia",20506
2619,"Casa #3 Hatillo 8",20507
2620,"Oroci de Cartago",20508
2621,"Heredia Centro",20601
2622,"Ciudad quesada,San Carlos",20602
2623,"El centro de SanRafael de Heredia",20603
2624,"Casa #3 Hatillo 8",20604
2625,"Oroci de Cartago",20605
2626,"Heredia Centro",20606
2627,"Ciudad quesada,San Carlos",20607
2628,"El centro de SanRafael de Heredia",20608
2629,"Casa #3 Hatillo 8",20701
2630,"Oroci de Cartago",20702
2631,"Heredia Centro",20703
2632,"Ciudad quesada,San Carlos",20704
2633,"El centro de SanRafael de Heredia",20705
2634,"Casa #3 Hatillo 8",20706
2635,"Oroci de Cartago",20707
2636,"Heredia Centro",20801
2637,"Ciudad quesada,San Carlos",20802
2638,"El centro de SanRafael de Heredia",20803
2639,"Casa #3 Hatillo 8",20804
2640,"Oroci de Cartago",20805
2641,"Heredia Centro",20901
2642,"Ciudad quesada,San Carlos",20902
2643,"El centro de SanRafael de Heredia",20903
2644,"Casa #3 Hatillo 8",20904
2645,"Oroci de Cartago",20905
2646,"Heredia Centro",21001
2647,"Ciudad quesada,San Carlos",21002
2648,"El centro de SanRafael de Heredia",21003
2649,"Casa #3 Hatillo 8",21004
2650,"Oroci de Cartago",21005
2651,"Heredia Centro",21006
2652,"Ciudad quesada,San Carlos",21007
2653,"El centro de SanRafael de Heredia",21008
2654,"Casa #3 Hatillo 8",21009
2655,"Oroci de Cartago",21010
2656,"Heredia Centro",21011
2657,"Ciudad quesada,San Carlos",21012
2658,"El centro de SanRafael de Heredia",21013
2659,"Casa #3 Hatillo 8",21101
2660,"Oroci de Cartago",21102
2661,"Heredia Centro",21103
2662,"Ciudad quesada,San Carlos",21104
2663,"El centro de SanRafael de Heredia",21105
2664,"Casa #3 Hatillo 8",21106
2665,"Oroci de Cartago",21107
2666,"Heredia Centro",21201
2667,"Ciudad quesada,San Carlos",21202
2668,"El centro de SanRafael de Heredia",21203
2669,"Casa #3 Hatillo 8",21204
2670,"Oroci de Cartago",21205
2671,"Heredia Centro",21301
2672,"Ciudad quesada,San Carlos",21302
2673,"El centro de SanRafael de Heredia",21303
2674,"Casa #3 Hatillo 8",21304
2675,"Oroci de Cartago",21305
2676,"Heredia Centro",21306
2677,"Ciudad quesada,San Carlos",21307
2678,"El centro de SanRafael de Heredia",21308
2679,"Casa #3 Hatillo 8",21401
2680,"Oroci de Cartago",21402
2681,"Heredia Centro",21403
2682,"Ciudad quesada,San Carlos",21404
2683,"El centro de SanRafael de Heredia",21501
2684,"Casa #3 Hatillo 8",21502
2685,"Oroci de Cartago",21503
2686,"Heredia Centro",21504
2687,"Ciudad quesada,San Carlos",21601
2688,"El centro de SanRafael de Heredia",21602
2689,"Casa #3 Hatillo 8",21603
2690,"Oroci de Cartago",30101
2691,"Heredia Centro",30102
2692,"Ciudad quesada,San Carlos",30103
2693,"El centro de SanRafael de Heredia",30104
2694,"Casa #3 Hatillo 8",30105
2695,"Oroci de Cartago",30106
2696,"Heredia Centro",30107
2697,"Ciudad quesada,San Carlos",30108
2698,"El centro de SanRafael de Heredia",30109
2699,"Casa #3 Hatillo 8",30110
2700,"Oroci de Cartago",30111
2701,"Heredia Centro",30201
2702,"Ciudad quesada,San Carlos",30202
2703,"El centro de SanRafael de Heredia",30203
2704,"Casa #3 Hatillo 8",30204
2705,"Oroci de Cartago",30205
2706,"Heredia Centro",30206
2707,"Ciudad quesada,San Carlos",30301
2708,"El centro de SanRafael de Heredia",30302
2709,"Casa #3 Hatillo 8",30303
2710,"Oroci de Cartago",30304
2711,"Heredia Centro",30305
2712,"Ciudad quesada,San Carlos",30306
2713,"El centro de SanRafael de Heredia",30307
2714,"Casa #3 Hatillo 8",30308
2715,"Oroci de Cartago",30401
2716,"Heredia Centro",30402
2717,"Ciudad quesada,San Carlos",30403
2718,"El centro de SanRafael de Heredia",30501
2719,"Casa #3 Hatillo 8",30502
2720,"Oroci de Cartago",30503
2721,"Heredia Centro",30504
2722,"Ciudad quesada,San Carlos",30505
2723,"El centro de SanRafael de Heredia",30506
2724,"Casa #3 Hatillo 8",30507
2725,"Oroci de Cartago",30508
2726,"Heredia Centro",30509
2727,"Ciudad quesada,San Carlos",30510
2728,"El centro de SanRafael de Heredia",30511
2729,"Casa #3 Hatillo 8",30512
2730,"Oroci de Cartago",30601
2731,"Heredia Centro",30602
2732,"Ciudad quesada,San Carlos",30603
2733,"El centro de SanRafael de Heredia",30701
2734,"Casa #3 Hatillo 8",30702
2735,"Oroci de Cartago",30703
2736,"Heredia Centro",30704
2737,"Ciudad quesada,San Carlos",30705
2738,"El centro de SanRafael de Heredia",30801
2739,"Casa #3 Hatillo 8",30802
2740,"Oroci de Cartago",30803
2741,"Heredia Centro",30804
2742,"Ciudad quesada,San Carlos",40101
2743,"El centro de SanRafael de Heredia",40102
2744,"Casa #3 Hatillo 8",40103
2745,"Oroci de Cartago",40104
2746,"Heredia Centro",40105
2747,"Ciudad quesada,San Carlos",40201
2748,"El centro de SanRafael de Heredia",40202
2749,"Casa #3 Hatillo 8",40203
2750,"Oroci de Cartago",40204
2751,"Heredia Centro",40205
2752,"Ciudad quesada,San Carlos",40206
2753,"El centro de SanRafael de Heredia",40301
2754,"Casa #3 Hatillo 8",40302
2755,"Oroci de Cartago",40303
2756,"Heredia Centro",40304
2757,"Ciudad quesada,San Carlos",40305
2758,"El centro de SanRafael de Heredia",40306
2759,"Casa #3 Hatillo 8",40307
2760,"Oroci de Cartago",40308
2761,"Heredia Centro",40401
2762,"Ciudad quesada,San Carlos",40402
2763,"El centro de SanRafael de Heredia",40403
2764,"Casa #3 Hatillo 8",40404
2765,"Oroci de Cartago",40405
2766,"Heredia Centro",40406
2767,"Ciudad quesada,San Carlos",40501
2768,"El centro de SanRafael de Heredia",40502
2769,"Casa #3 Hatillo 8",40503
2770,"Oroci de Cartago",40504
2771,"Heredia Centro",40505
2772,"Ciudad quesada,San Carlos",40601
2773,"El centro de SanRafael de Heredia",40602
2774,"Casa #3 Hatillo 8",40603
2775,"Oroci de Cartago",40604
2776,"Heredia Centro",40701
2777,"Ciudad quesada,San Carlos",40702
2778,"El centro de SanRafael de Heredia",40703
2779,"Casa #3 Hatillo 8",40801
2780,"Oroci de Cartago",40802
2781,"Heredia Centro",40803
2782,"Ciudad quesada,San Carlos",40901
2783,"El centro de SanRafael de Heredia",40902
2784,"Casa #3 Hatillo 8",41001
2785,"Oroci de Cartago",41002
2786,"Heredia Centro",41003
2787,"Ciudad quesada,San Carlos",41004
2788,"El centro de SanRafael de Heredia",41005
2789,"Casa #3 Hatillo 8",50101
2790,"Oroci de Cartago",50102
2791,"Heredia Centro",50103
2792,"Ciudad quesada,San Carlos",50104
2793,"El centro de SanRafael de Heredia",50105
2794,"Casa #3 Hatillo 8",50201
2795,"Oroci de Cartago",50202
2796,"Heredia Centro",50203
2797,"Ciudad quesada,San Carlos",50204
2798,"El centro de SanRafael de Heredia",50205
2799,"Casa #3 Hatillo 8",50206
2800,"Oroci de Cartago",50207
2801,"Heredia Centro",50301
2802,"Ciudad quesada,San Carlos",50302
2803,"El centro de SanRafael de Heredia",50303
2804,"Casa #3 Hatillo 8",50304
2805,"Oroci de Cartago",50305
2806,"Heredia Centro",50306
2807,"Ciudad quesada,San Carlos",50307
2808,"El centro de SanRafael de Heredia",50308
2809,"Casa #3 Hatillo 8",50309
2810,"Oroci de Cartago",50401
2811,"Heredia Centro",50402
2812,"Ciudad quesada,San Carlos",50403
2813,"El centro de SanRafael de Heredia",50404
2814,"Casa #3 Hatillo 8",50501
2815,"Oroci de Cartago",50502
2816,"Heredia Centro",50503
2817,"Ciudad quesada,San Carlos",50504
2818,"El centro de SanRafael de Heredia",50601
2819,"Casa #3 Hatillo 8",50602
2820,"Oroci de Cartago",50603
2821,"Heredia Centro",50604
2822,"Ciudad quesada,San Carlos",50605
2823,"El centro de SanRafael de Heredia",50701
2824,"Casa #3 Hatillo 8",50702
2825,"Oroci de Cartago",50703
2826,"Heredia Centro",50704
2827,"Ciudad quesada,San Carlos",50801
2828,"El centro de SanRafael de Heredia",50802
2829,"Casa #3 Hatillo 8",50803
2830,"Oroci de Cartago",50804
2831,"Heredia Centro",50805
2832,"Ciudad quesada,San Carlos",50806
2833,"El centro de SanRafael de Heredia",50807
2834,"Casa #3 Hatillo 8",50808
2835,"Oroci de Cartago",50901
2836,"Heredia Centro",50902
2837,"Ciudad quesada,San Carlos",50903
2838,"El centro de SanRafael de Heredia",50904
2839,"Casa #3 Hatillo 8",50905
2840,"Oroci de Cartago",50906
2841,"Heredia Centro",51001
2842,"Ciudad quesada,San Carlos",51002
2843,"El centro de SanRafael de Heredia",51003
2844,"Casa #3 Hatillo 8",51004
2845,"Oroci de Cartago",51101
2846,"Heredia Centro",51102
2847,"Ciudad quesada,San Carlos",51103
2848,"El centro de SanRafael de Heredia",51104
2849,"Casa #3 Hatillo 8",51105
2850,"Oroci de Cartago",60101
2851,"Heredia Centro",60102
2852,"Ciudad quesada,San Carlos",60103
2853,"El centro de SanRafael de Heredia",60104
2854,"Casa #3 Hatillo 8",60105
2855,"Oroci de Cartago",60106
2856,"Heredia Centro",60107
2857,"Ciudad quesada,San Carlos",60108
2858,"El centro de SanRafael de Heredia",60110
2859,"Casa #3 Hatillo 8",60111
2860,"Oroci de Cartago",60112
2861,"Heredia Centro",60113
2862,"Ciudad quesada,San Carlos",60114
2863,"El centro de SanRafael de Heredia",60115
2864,"Casa #3 Hatillo 8",60116
2865,"Oroci de Cartago",60201
2866,"Heredia Centro",60202
2867,"Ciudad quesada,San Carlos",60203
2868,"El centro de SanRafael de Heredia",60204
2869,"Casa #3 Hatillo 8",60205
2870,"Oroci de Cartago",60206
2871,"Heredia Centro",60301
2872,"Ciudad quesada,San Carlos",60302
2873,"El centro de SanRafael de Heredia",60303
2874,"Casa #3 Hatillo 8",60304
2875,"Oroci de Cartago",60305
2876,"Heredia Centro",60306
2877,"Ciudad quesada,San Carlos",60307
2878,"El centro de SanRafael de Heredia",60308
2879,"Casa #3 Hatillo 8",60309
2880,"Oroci de Cartago",60401
2881,"Heredia Centro",60402
2882,"Ciudad quesada,San Carlos",60403
2883,"El centro de SanRafael de Heredia",60501
2884,"Casa #3 Hatillo 8",60502
2885,"Oroci de Cartago",60503
2886,"Heredia Centro",60504
2887,"Ciudad quesada,San Carlos",60505
2888,"El centro de SanRafael de Heredia",60506
2889,"Casa #3 Hatillo 8",60601
2890,"Oroci de Cartago",60602
2891,"Heredia Centro",60603
2892,"Ciudad quesada,San Carlos",60701
2893,"El centro de SanRafael de Heredia",60702
2894,"Casa #3 Hatillo 8",60703
2895,"Oroci de Cartago",60704
2896,"Heredia Centro",60801
2897,"Ciudad quesada,San Carlos",60802
2898,"El centro de SanRafael de Heredia",60803
2899,"Casa #3 Hatillo 8",60804
2900,"Oroci de Cartago",60805
2901,"Heredia Centro",60806
2902,"Ciudad quesada,San Carlos",60901
2903,"El centro de SanRafael de Heredia",61001
2904,"Casa #3 Hatillo 8",61002
2905,"Oroci de Cartago",61003
2906,"Heredia Centro",61004
2907,"Ciudad quesada,San Carlos",61101
2908,"El centro de SanRafael de Heredia",61102
2909,"Casa #3 Hatillo 8",61103
2910,"Oroci de Cartago",61201
2911,"Heredia Centro",70101
2912,"Ciudad quesada,San Carlos",70102
2913,"El centro de SanRafael de Heredia",70103
2914,"Casa #3 Hatillo 8",70104
2915,"Oroci de Cartago",70201
2916,"Heredia Centro",70202
2917,"Ciudad quesada,San Carlos",70203
2918,"El centro de SanRafael de Heredia",70204
2919,"Casa #3 Hatillo 8",70205
2920,"Oroci de Cartago",70206
2921,"Heredia Centro",70207
2922,"Ciudad quesada,San Carlos",70301
2923,"El centro de SanRafael de Heredia",70302
2924,"Casa #3 Hatillo 8",70303
2925,"Oroci de Cartago",70304
2926,"Heredia Centro",70305
2927,"Ciudad quesada,San Carlos",70306
2928,"El centro de SanRafael de Heredia",70307
2929,"Casa #3 Hatillo 8",70401
