"IDFACTURA","IDCARRITO","IDEMPLEADO","FECHAFACTURA","SUBTOTAL","IVA","TOTALFACTURA","IDFORMAPAGO"
4488,4488,533,3/22/2022,28500,1500,28500,4488
4489,4489,534,3/23/2022,2000,1500,2000,4489
4490,4490,535,3/24/2022,3500,1500,3500,4490
4491,4491,536,3/25/2022,5000,1500,5000,4491
4492,4492,537,3/26/2022,15000,1500,15000,4492
4493,4493,538,3/27/2022,28500,1500,28500,4493
4494,4494,539,3/28/2022,2000,1500,2000,4494
4495,4495,540,3/29/2022,3500,1500,3500,4495
4496,4496,541,3/30/2022,5000,1500,5000,4496
4497,4497,542,3/31/2022,15000,1500,15000,4497
4498,4498,543,4/1/2022,28500,1500,28500,4498
4499,4499,544,4/2/2022,2000,1500,2000,4499
4500,4500,545,4/3/2022,3500,1500,3500,4500
4501,4501,546,4/4/2022,5000,1500,5000,4501
4502,4502,547,4/5/2022,15000,1500,15000,4502
4503,4503,548,4/6/2022,28500,1500,28500,4503
4504,4504,549,4/7/2022,2000,1500,2000,4504
4505,4505,550,4/8/2022,3500,1500,3500,4505
4506,4506,551,4/9/2022,5000,1500,5000,4506
4507,4507,552,4/10/2022,15000,1500,15000,4507
4508,4508,553,4/11/2022,28500,1500,28500,4508
4509,4509,554,4/12/2022,2000,1500,2000,4509
4510,4510,555,4/13/2022,3500,1500,3500,4510
4511,4511,556,4/14/2022,5000,1500,5000,4511
4512,4512,557,4/15/2022,15000,1500,15000,4512
4513,4513,558,4/16/2022,28500,1500,28500,4513
4514,4514,559,4/17/2022,2000,1500,2000,4514
4515,4515,560,4/18/2022,3500,1500,3500,4515
4516,4516,561,4/19/2022,5000,1500,5000,4516
4517,4517,562,4/20/2022,15000,1500,15000,4517
4518,4518,563,4/21/2022,28500,1500,28500,4518
4519,4519,564,4/22/2022,2000,1500,2000,4519
4520,4520,565,4/23/2022,3500,1500,3500,4520
4521,4521,566,4/24/2022,5000,1500,5000,4521
4522,4522,567,4/25/2022,15000,1500,15000,4522
4523,4523,568,4/26/2022,28500,1500,28500,4523
4524,4524,569,4/27/2022,2000,1500,2000,4524
4525,4525,570,4/28/2022,3500,1500,3500,4525
4526,4526,571,4/29/2022,5000,1500,5000,4526
4527,4527,572,4/30/2022,15000,1500,15000,4527
4528,4528,573,5/1/2022,28500,1500,28500,4528
4529,4529,574,5/2/2022,2000,1500,2000,4529
4530,4530,575,5/3/2022,3500,1500,3500,4530
4531,4531,576,5/4/2022,5000,1500,5000,4531
4532,4532,577,5/5/2022,2000,1500,2000,4532
4533,4533,578,5/6/2022,3500,1500,3500,4533
4534,4534,579,5/7/2022,5000,1500,5000,4534
4535,4535,580,5/8/2022,15000,1500,15000,4535
4536,4536,581,5/9/2022,28500,1500,28500,4536
4537,4537,582,5/10/2022,2000,1500,2000,4537
4538,4538,583,5/11/2022,3500,1500,3500,4538
4539,4539,584,5/12/2022,5000,1500,5000,4539
4540,4540,585,5/13/2022,15000,1500,15000,4540
4541,4541,586,5/14/2022,28500,1500,28500,4541
4542,4542,587,5/15/2022,2000,1500,2000,4542
4543,4543,588,5/16/2022,3500,1500,3500,4543
4544,4544,589,5/17/2022,5000,1500,5000,4544
4545,4545,590,5/18/2022,15000,1500,15000,4545
4546,4546,591,5/19/2022,28500,1500,28500,4546
4547,4547,592,5/20/2022,2000,1500,2000,4547
4548,4548,593,5/21/2022,3500,1500,3500,4548
4549,4549,594,5/22/2022,5000,1500,5000,4549
4550,4550,595,5/23/2022,15000,1500,15000,4550
4551,4551,596,5/24/2022,28500,1500,28500,4551
4552,4552,597,5/25/2022,2000,1500,2000,4552
4553,4553,598,5/26/2022,3500,1500,3500,4553
4554,4554,599,5/27/2022,5000,1500,5000,4554
4555,4555,600,5/28/2022,15000,1500,15000,4555
4556,4556,601,5/29/2022,28500,1500,28500,4556
4557,4557,602,5/30/2022,2000,1500,2000,4557
4558,4558,603,5/31/2022,3500,1500,3500,4558
4559,4559,604,6/1/2022,5000,1500,5000,4559
4560,4560,605,6/2/2022,15000,1500,15000,4560
4561,4561,606,6/3/2022,28500,1500,28500,4561
4562,4562,607,6/4/2022,2000,1500,2000,4562
4563,4563,608,6/5/2022,3500,1500,3500,4563
4564,4564,609,6/6/2022,5000,1500,5000,4564
4565,4565,610,6/7/2022,15000,1500,15000,4565
4566,4566,611,6/8/2022,28500,1500,28500,4566
4567,4567,612,6/9/2022,2000,1500,2000,4567
4568,4568,613,6/10/2022,3500,1500,3500,4568
4569,4569,614,6/11/2022,5000,1500,5000,4569
4570,4570,615,6/12/2022,15000,1500,15000,4570
4571,4571,616,6/13/2022,28500,1500,28500,4571
4572,4572,617,6/14/2022,2000,1500,2000,4572
4573,4573,618,6/15/2022,3500,1500,3500,4573
4574,4574,619,6/16/2022,5000,1500,5000,4574
4575,4575,620,6/17/2022,15000,1500,15000,4575
4576,4576,621,6/18/2022,28500,1500,28500,4576
4577,4577,622,6/19/2022,2000,1500,2000,4577
4578,4578,623,6/20/2022,3500,1500,3500,4578
4579,4579,624,6/21/2022,5000,1500,5000,4579
4580,4580,625,6/22/2022,15000,1500,15000,4580
4581,4581,626,6/23/2022,28500,1500,28500,4581
4582,4582,627,6/24/2022,2000,1500,2000,4582
4583,4583,628,6/25/2022,3500,1500,3500,4583
4584,4584,629,6/26/2022,5000,1500,5000,4584
4585,4585,630,6/27/2022,15000,1500,15000,4585
4586,4586,631,6/28/2022,28500,1500,28500,4586
4587,4587,632,6/29/2022,2000,1500,2000,4587
4588,4588,633,6/30/2022,3500,1500,3500,4588
4589,4589,634,7/1/2022,5000,1500,5000,4589
4590,4590,635,7/2/2022,15000,1500,15000,4590
4591,4591,636,7/3/2022,28500,1500,28500,4591
4592,4592,637,7/4/2022,2000,1500,2000,4592
4593,4593,638,7/5/2022,3500,1500,3500,4593
4594,4594,639,7/6/2022,5000,1500,5000,4594
4595,4595,640,7/7/2022,15000,1500,15000,4595
4596,4596,641,7/8/2022,28500,1500,28500,4596
4597,4597,642,7/9/2022,2000,1500,2000,4597
4598,4598,643,7/10/2022,3500,1500,3500,4598
4599,4599,644,7/11/2022,5000,1500,5000,4599
4600,4600,645,7/12/2022,15000,1500,15000,4600
4601,4601,646,7/13/2022,28500,1500,28500,4601
4602,4602,647,7/14/2022,2000,1500,2000,4602
4603,4603,648,7/15/2022,3500,1500,3500,4603
4604,4604,649,7/16/2022,5000,1500,5000,4604
4605,4605,650,7/17/2022,15000,1500,15000,4605
4606,4606,651,7/18/2022,28500,1500,28500,4606
4607,4607,652,7/19/2022,2000,1500,2000,4607
4608,4608,653,7/20/2022,3500,1500,3500,4608
4609,4609,654,7/21/2022,5000,1500,5000,4609
4610,4610,655,7/22/2022,15000,1500,15000,4610
4611,4611,656,7/23/2022,28500,1500,28500,4611
4612,4612,657,7/24/2022,2000,1500,2000,4612
4613,4613,658,7/25/2022,3500,1500,3500,4613
4614,4614,659,7/26/2022,5000,1500,5000,4614
4615,4615,660,7/27/2022,15000,1500,15000,4615
4616,4616,661,7/28/2022,28500,1500,28500,4616
4617,4617,662,7/29/2022,2000,1500,2000,4617
4618,4618,663,7/30/2022,3500,1500,3500,4618
4619,4619,664,7/31/2022,5000,1500,5000,4619
4620,4620,665,8/1/2022,15000,1500,15000,4620
4621,4621,666,8/2/2022,28500,1500,28500,4621
4622,4622,667,8/3/2022,2000,1500,2000,4622
4623,4623,668,8/4/2022,3500,1500,3500,4623
4624,4624,669,8/5/2022,5000,1500,5000,4624
4625,4625,670,8/6/2022,15000,1500,15000,4625
4626,4626,671,8/7/2022,28500,1500,28500,4626
4627,4627,672,8/8/2022,2000,1500,2000,4627
4628,4628,673,8/9/2022,3500,1500,3500,4628
4629,4629,674,8/10/2022,5000,1500,5000,4629
4630,4630,675,8/11/2022,15000,1500,15000,4630
4631,4631,676,8/12/2022,28500,1500,28500,4631
4632,4632,677,8/13/2022,2000,1500,2000,4632
4633,4633,678,8/14/2022,3500,1500,3500,4633
4634,4634,679,8/15/2022,5000,1500,5000,4634
4635,4635,680,8/16/2022,15000,1500,15000,4635
4636,4636,681,8/17/2022,28500,1500,28500,4636
4637,4637,682,8/18/2022,2000,1500,2000,4637
4638,4638,683,8/19/2022,3500,1500,3500,4638
4639,4639,684,8/20/2022,5000,1500,5000,4639
4640,4640,685,8/21/2022,15000,1500,15000,4640
4641,4641,686,8/22/2022,28500,1500,28500,4641
4642,4642,687,8/23/2022,2000,1500,2000,4642
4643,4643,688,8/24/2022,3500,1500,3500,4643
4644,4644,689,8/25/2022,5000,1500,5000,4644
4645,4645,690,8/26/2022,15000,1500,15000,4645
4646,4646,691,8/27/2022,28500,1500,28500,4646
4647,4647,692,8/28/2022,2000,1500,2000,4647
4648,4648,693,8/29/2022,3500,1500,3500,4648
4649,4649,694,8/30/2022,5000,1500,5000,4649
4650,4650,695,8/31/2022,15000,1500,15000,4650
4651,4651,696,9/1/2022,28500,1500,28500,4651
4652,4652,697,9/2/2022,2000,1500,2000,4652
4653,4653,698,9/3/2022,3500,1500,3500,4653
4654,4654,699,9/4/2022,5000,1500,5000,4654
4655,4655,700,9/5/2022,15000,1500,15000,4655
4656,4656,701,9/6/2022,28500,1500,28500,4656
4657,4657,702,9/7/2022,2000,1500,2000,4657
4658,4658,703,9/8/2022,3500,1500,3500,4658
4659,4659,704,9/9/2022,5000,1500,5000,4659
4660,4660,705,9/10/2022,15000,1500,15000,4660
4661,4661,706,9/11/2022,28500,1500,28500,4661
4662,4662,707,9/12/2022,2000,1500,2000,4662
4663,4663,708,9/13/2022,3500,1500,3500,4663
4664,4664,709,9/14/2022,5000,1500,5000,4664
4665,4665,710,9/15/2022,15000,1500,15000,4665
4666,4666,711,9/16/2022,28500,1500,28500,4666
4667,4667,712,9/17/2022,2000,1500,2000,4667
4668,4668,713,9/18/2022,3500,1500,3500,4668
4669,4669,714,9/19/2022,5000,1500,5000,4669
4670,4670,715,9/20/2022,15000,1500,15000,4670
4671,4671,716,9/21/2022,28500,1500,28500,4671
4672,4672,717,9/22/2022,2000,1500,2000,4672
4673,4673,718,9/23/2022,3500,1500,3500,4673
4674,4674,719,9/24/2022,5000,1500,5000,4674
4675,4675,720,9/25/2022,15000,1500,15000,4675
4676,4676,721,9/26/2022,28500,1500,28500,4676
4677,4677,722,9/27/2022,2000,1500,2000,4677
4678,4678,723,9/28/2022,3500,1500,3500,4678
4679,4679,724,9/29/2022,5000,1500,5000,4679
4680,4680,725,9/30/2022,15000,1500,15000,4680
4681,4681,726,10/1/2022,28500,1500,28500,4681
4682,4682,727,10/2/2022,2000,1500,2000,4682
4683,4683,728,10/3/2022,3500,1500,3500,4683
4684,4684,729,10/4/2022,5000,1500,5000,4684
4685,4685,730,10/5/2022,15000,1500,15000,4685
4686,4686,731,10/6/2022,28500,1500,28500,4686
4687,4687,732,10/7/2022,2000,1500,2000,4687
4688,4688,733,10/8/2022,3500,1500,3500,4688
4689,4689,734,10/9/2022,5000,1500,5000,4689
4690,4690,735,10/10/2022,15000,1500,15000,4690
4691,4691,736,10/11/2022,28500,1500,28500,4691
4692,4692,737,10/12/2022,2000,1500,2000,4692
4693,4693,738,10/13/2022,3500,1500,3500,4693
4694,4694,739,10/14/2022,5000,1500,5000,4694
4695,4695,740,10/15/2022,15000,1500,15000,4695
4696,4696,741,10/16/2022,28500,1500,28500,4696
4697,4697,742,10/17/2022,2000,1500,2000,4697
4698,4698,743,10/18/2022,3500,1500,3500,4698
4699,4699,744,10/19/2022,5000,1500,5000,4699
4700,4700,745,10/20/2022,15000,1500,15000,4700
4701,4701,746,10/21/2022,28500,1500,28500,4701
4702,4702,747,10/22/2022,2000,1500,2000,4702
4703,4703,748,10/23/2022,3500,1500,3500,4703
4704,4704,749,10/24/2022,5000,1500,5000,4704
4705,4705,750,10/25/2022,15000,1500,15000,4705
4706,4706,751,10/26/2022,28500,1500,28500,4706
4707,4707,752,10/27/2022,2000,1500,2000,4707
4708,4708,753,10/28/2022,3500,1500,3500,4708
4709,4709,754,10/29/2022,5000,1500,5000,4709
4710,4710,755,10/30/2022,15000,1500,15000,4710
4711,4711,756,10/31/2022,2000,1500,2000,4711
4712,4712,757,11/1/2022,3500,1500,3500,4712
4713,4713,758,11/2/2022,5000,1500,5000,4713
4714,4714,759,11/3/2022,15000,1500,15000,4714
4715,4715,760,11/4/2022,28500,1500,28500,4715
4716,4716,761,11/5/2022,2000,1500,2000,4716
4717,4717,762,11/6/2022,3500,1500,3500,4717
4718,4718,763,11/7/2022,5000,1500,5000,4718
4719,4719,764,11/8/2022,15000,1500,15000,4719
4720,4720,765,11/9/2022,28500,1500,28500,4720
4721,4721,766,11/10/2022,2000,1500,2000,4721
4722,4722,767,11/11/2022,3500,1500,3500,4722
4723,4723,768,11/12/2022,5000,1500,5000,4723
4724,4724,769,11/13/2022,15000,1500,15000,4724
4725,4725,770,11/14/2022,28500,1500,28500,4725
4726,4726,771,11/15/2022,2000,1500,2000,4726
4727,4727,772,11/16/2022,3500,1500,3500,4727
4728,4728,773,11/17/2022,5000,1500,5000,4728
4729,4729,774,11/18/2022,15000,1500,15000,4729
4730,4730,775,11/19/2022,28500,1500,28500,4730
4731,4731,776,11/20/2022,2000,1500,2000,4731
4732,4732,777,1/1/2010,3500,1500,3500,4732
4733,4733,778,1/2/2010,5000,1500,5000,4733
4734,4734,779,1/3/2010,15000,1500,15000,4734
4735,4735,780,1/4/2010,28500,1500,28500,4735
4736,4736,781,1/5/2010,2000,1500,2000,4736
4737,4737,782,1/6/2010,3500,1500,3500,4737
4738,4738,783,1/7/2010,5000,1500,5000,4738
4739,4739,784,1/8/2010,15000,1500,15000,4739
4740,4740,785,1/9/2010,28500,1500,28500,4740
4741,4741,786,1/10/2010,2000,1500,2000,4741
4742,4742,787,1/11/2010,3500,1500,3500,4742
4743,4743,788,1/12/2010,5000,1500,5000,4743
4744,4744,789,1/13/2010,15000,1500,15000,4744
4745,4745,790,1/14/2010,28500,1500,28500,4745
4746,4746,791,1/15/2010,2000,1500,2000,4746
4747,4747,792,1/16/2010,3500,1500,3500,4747
4748,4748,793,1/17/2010,5000,1500,5000,4748
4749,4749,794,1/18/2010,15000,1500,15000,4749
4750,4750,795,1/19/2010,28500,1500,28500,4750
4751,4751,796,1/20/2010,2000,1500,2000,4751
4752,4752,797,1/21/2010,3500,1500,3500,4752
4753,4753,798,1/22/2010,5000,1500,5000,4753
4754,4754,799,1/23/2010,15000,1500,15000,4754
4755,4755,800,1/24/2010,28500,1500,28500,4755
4756,4756,801,1/25/2010,2000,1500,2000,4756
4757,4757,802,1/26/2010,3500,1500,3500,4757
4758,4758,803,1/27/2010,5000,1500,5000,4758
4759,4759,804,1/28/2010,15000,1500,15000,4759
4760,4760,805,1/29/2010,28500,1500,28500,4760
4761,4761,806,1/30/2010,2000,1500,2000,4761
4762,4762,807,1/31/2010,3500,1500,3500,4762
4763,4763,808,2/1/2010,5000,1500,5000,4763
4764,4764,809,2/2/2010,15000,1500,15000,4764
4765,4765,810,2/3/2010,28500,1500,28500,4765
4766,4766,811,2/4/2010,2000,1500,2000,4766
4767,4767,812,2/5/2010,3500,1500,3500,4767
4768,4768,813,2/6/2010,5000,1500,5000,4768
4769,4769,814,2/7/2010,15000,1500,15000,4769
4770,4770,815,2/8/2010,28500,1500,28500,4770
4771,4771,816,2/9/2010,2000,1500,2000,4771
4772,4772,817,2/10/2010,3500,1500,3500,4772
4773,4773,818,2/11/2010,5000,1500,5000,4773
4774,4774,819,2/12/2010,15000,1500,15000,4774
4775,4775,820,2/13/2010,28500,1500,28500,4775
4776,4776,821,2/14/2010,2000,1500,2000,4776
4777,4777,822,2/15/2010,3500,1500,3500,4777
4778,4778,823,2/16/2010,5000,1500,5000,4778
4779,4779,824,2/17/2010,15000,1500,15000,4779
4780,4780,825,2/18/2010,28500,1500,28500,4780
4781,4781,826,2/19/2010,2000,1500,2000,4781
4782,4782,827,2/20/2010,3500,1500,3500,4782
4783,4783,828,2/21/2010,5000,1500,5000,4783
4784,4784,829,2/22/2010,15000,1500,15000,4784
4785,4785,830,2/23/2010,28500,1500,28500,4785
4786,4786,831,2/24/2010,2000,1500,2000,4786
4787,4787,832,2/25/2010,3500,1500,3500,4787
4788,4788,833,2/26/2010,5000,1500,5000,4788
4789,4789,834,2/27/2010,15000,1500,15000,4789
4790,4790,835,2/28/2010,28500,1500,28500,4790
4791,4791,836,3/1/2010,2000,1500,2000,4791
4792,4792,837,3/2/2010,3500,1500,3500,4792
4793,4793,838,3/3/2010,5000,1500,5000,4793
4794,4794,839,3/4/2010,15000,1500,15000,4794
4795,4795,840,3/5/2010,28500,1500,28500,4795
4796,4796,841,3/6/2010,2000,1500,2000,4796
4797,4797,842,3/7/2010,3500,1500,3500,4797
4798,4798,843,3/8/2010,5000,1500,5000,4798
4799,4799,844,3/9/2010,15000,1500,15000,4799
4800,4800,845,3/10/2010,28500,1500,28500,4800
4801,4801,846,3/11/2010,2000,1500,2000,4801
4802,4802,847,3/12/2010,3500,1500,3500,4802
4803,4803,848,3/13/2010,5000,1500,5000,4803
4804,4804,849,3/14/2010,15000,1500,15000,4804
4805,4805,850,3/15/2010,28500,1500,28500,4805
4806,4806,851,3/16/2010,2000,1500,2000,4806
4807,4807,852,3/17/2010,3500,1500,3500,4807
4808,4808,853,3/18/2010,5000,1500,5000,4808
4809,4809,854,3/19/2010,15000,1500,15000,4809
4810,4810,855,3/20/2010,28500,1500,28500,4810
4811,4811,856,3/21/2010,2000,1500,2000,4811
4812,4812,857,3/22/2010,3500,1500,3500,4812
4813,4813,858,3/23/2010,5000,1500,5000,4813
4814,4814,859,3/24/2010,15000,1500,15000,4814
4815,4815,860,3/25/2010,28500,1500,28500,4815
4816,4816,861,3/26/2010,2000,1500,2000,4816
4817,4817,862,3/27/2010,3500,1500,3500,4817
4818,4818,863,3/28/2010,5000,1500,5000,4818
4819,4819,864,3/29/2010,15000,1500,15000,4819
4820,4820,865,3/30/2010,28500,1500,28500,4820
4821,4821,866,3/31/2010,2000,1500,2000,4821
4822,4822,867,4/1/2010,3500,1500,3500,4822
4823,4823,868,4/2/2010,5000,1500,5000,4823
4824,4824,869,4/3/2010,15000,1500,15000,4824
4825,4825,870,4/4/2010,28500,1500,28500,4825
4826,4826,871,4/5/2010,2000,1500,2000,4826
4827,4827,872,4/6/2010,3500,1500,3500,4827
4828,4828,873,4/7/2010,5000,1500,5000,4828
4829,4829,874,4/8/2010,15000,1500,15000,4829
4830,4830,875,4/9/2010,28500,1500,28500,4830
4831,4831,876,4/10/2010,2000,1500,2000,4831
4832,4832,877,4/11/2010,3500,1500,3500,4832
4833,4833,878,4/12/2010,5000,1500,5000,4833
4834,4834,879,4/13/2010,15000,1500,15000,4834
4835,4835,880,4/14/2010,28500,1500,28500,4835
4836,4836,881,4/15/2010,2000,1500,2000,4836
4837,4837,882,4/16/2010,3500,1500,3500,4837
4838,4838,883,4/17/2010,5000,1500,5000,4838
4839,4839,884,4/18/2010,15000,1500,15000,4839
4840,4840,885,4/19/2010,28500,1500,28500,4840
4841,4841,886,4/20/2010,2000,1500,2000,4841
4842,4842,887,4/21/2010,3500,1500,3500,4842
4843,4843,888,4/22/2010,5000,1500,5000,4843
4844,4844,889,4/23/2010,15000,1500,15000,4844
4845,4845,890,4/24/2010,28500,1500,28500,4845
4846,4846,891,4/25/2010,2000,1500,2000,4846
4847,4847,892,4/26/2010,3500,1500,3500,4847
4848,4848,893,4/27/2010,5000,1500,5000,4848
4849,4849,894,4/28/2010,15000,1500,15000,4849
4850,4850,895,4/29/2010,28500,1500,28500,4850
4851,4851,896,4/30/2010,2000,1500,2000,4851
4852,4852,897,5/1/2010,3500,1500,3500,4852
4853,4853,898,5/2/2010,5000,1500,5000,4853
4854,4854,899,5/3/2010,15000,1500,15000,4854
4855,4855,900,5/4/2010,28500,1500,28500,4855
4856,4856,901,5/5/2010,2000,1500,2000,4856
4857,4857,902,5/6/2010,3500,1500,3500,4857
4858,4858,903,5/7/2010,5000,1500,5000,4858
4859,4859,904,5/8/2010,15000,1500,15000,4859
4860,4860,905,5/9/2010,28500,1500,28500,4860
4861,4861,906,5/10/2010,2000,1500,2000,4861
4862,4862,907,5/11/2010,3500,1500,3500,4862
4863,4863,908,5/12/2010,5000,1500,5000,4863
4864,4864,909,5/13/2010,15000,1500,15000,4864
4865,4865,910,5/14/2010,28500,1500,28500,4865
4866,4866,911,5/15/2010,2000,1500,2000,4866
4867,4867,912,5/16/2010,3500,1500,3500,4867
4868,4868,913,5/17/2010,5000,1500,5000,4868
4869,4869,914,5/18/2010,15000,1500,15000,4869
4870,4870,915,5/19/2010,28500,1500,28500,4870
4871,4871,916,5/20/2010,2000,1500,2000,4871
4872,4872,917,5/21/2010,3500,1500,3500,4872
4873,4873,918,5/22/2010,5000,1500,5000,4873
4874,4874,919,5/23/2010,15000,1500,15000,4874
4875,4875,920,5/24/2010,28500,1500,28500,4875
4876,4876,921,5/25/2010,2000,1500,2000,4876
4877,4877,922,5/26/2010,3500,1500,3500,4877
4878,4878,923,5/27/2010,5000,1500,5000,4878
4879,4879,924,5/28/2010,15000,1500,15000,4879
4880,4880,925,5/29/2010,28500,1500,28500,4880
4881,4881,926,5/30/2010,2000,1500,2000,4881
4882,4882,927,5/31/2010,3500,1500,3500,4882
4883,4883,928,6/1/2010,5000,1500,5000,4883
4884,4884,929,6/2/2010,15000,1500,15000,4884
4885,4885,930,6/3/2010,28500,1500,28500,4885
4886,4886,931,6/4/2010,2000,1500,2000,4886
4887,4887,932,6/5/2010,3500,1500,3500,4887
4888,4888,933,6/6/2010,5000,1500,5000,4888
4889,4889,934,6/7/2010,15000,1500,15000,4889
4890,4890,935,6/8/2010,28500,1500,28500,4890
4891,4891,936,6/9/2010,1000,1500,1000,4891
4892,4892,937,6/10/2010,1000,1500,1000,4892
4893,4893,938,6/11/2010,1000,1500,1000,4893
4894,4894,939,6/12/2010,1000,1500,1000,4894
4895,4895,940,6/13/2010,1000,1500,1000,4895
4896,4896,941,6/14/2010,1000,1500,1000,4896
4897,4897,942,6/15/2010,1000,1500,1000,4897
4898,4898,943,6/16/2010,1000,1500,1000,4898
4899,4899,944,6/17/2010,1000,1500,1000,4899
4900,4900,945,6/18/2010,1000,1500,1000,4900
4901,4901,946,6/19/2010,1000,1500,1000,4901
4902,4902,947,6/20/2010,1000,1500,1000,4902
4903,4903,948,6/21/2010,1000,1500,1000,4903
4904,4904,949,6/22/2010,1000,1500,1000,4904
4905,4905,950,6/23/2010,1000,1500,1000,4905
4906,4906,951,6/24/2010,1000,1500,1000,4906
4907,4907,952,6/25/2010,1000,1500,1000,4907
4908,4908,953,6/26/2010,1000,1500,1000,4908
4909,4909,954,6/27/2010,1000,1500,1000,4909
4910,4910,955,6/28/2010,1000,1500,1000,4910
4911,4911,956,6/29/2010,1000,1500,1000,4911
4912,4912,957,6/30/2010,1000,1500,1000,4912
4913,4913,958,7/1/2010,1000,1500,1000,4913
4914,4914,959,7/2/2010,1000,1500,1000,4914
4915,4915,960,7/3/2010,1000,1500,1000,4915
4916,4916,961,7/4/2010,1000,1500,1000,4916
4917,4917,962,7/5/2010,1000,1500,1000,4917
4918,4918,963,7/6/2010,1000,1500,1000,4918
4919,4919,964,7/7/2010,1000,1500,1000,4919
4920,4920,965,7/8/2010,1000,1500,1000,4920
4921,4921,966,7/9/2010,1000,1500,1000,4921
4922,4922,967,7/10/2010,1000,1500,1000,4922
4923,4923,968,7/11/2010,1000,1500,1000,4923
4924,4924,969,7/12/2010,1000,1500,1000,4924
4925,4925,970,7/13/2010,1000,1500,1000,4925
4926,4926,971,7/14/2010,1000,1500,1000,4926
4927,4927,972,7/15/2010,1000,1500,1000,4927
4928,4928,973,7/16/2010,1000,1500,1000,4928
4929,4929,974,7/17/2010,1000,1500,1000,4929
4930,4930,975,7/18/2010,1000,1500,1000,4930
4931,4931,976,7/19/2010,1000,1500,1000,4931
4932,4932,977,7/20/2010,1000,1500,1000,4932
4933,4933,978,7/21/2010,1000,1500,1000,4933
4934,4934,979,7/22/2010,1000,1500,1000,4934
4935,4935,980,7/23/2010,1000,1500,1000,4935
4936,4936,981,7/24/2010,1000,1500,1000,4936
4937,4937,1,7/25/2010,1000,1500,1000,4937
4938,4938,2,7/26/2010,1000,1500,1000,4938
4939,4939,3,7/27/2010,1000,1500,1000,4939
4940,4940,4,7/28/2010,1000,1500,1000,4940
4941,4941,5,7/29/2010,1000,1500,1000,4941
4942,4942,6,7/30/2010,1000,1500,1000,4942
4943,4943,7,7/31/2010,1000,1500,1000,4943
4944,4944,8,8/1/2010,1000,1500,1000,4944
4945,4945,9,8/2/2010,1000,1500,1000,4945
4946,4946,10,8/3/2010,1000,1500,1000,4946
4947,4947,11,8/4/2010,1000,1500,1000,4947
4948,4948,12,8/5/2010,1000,1500,1000,4948
4949,4949,13,8/6/2010,1000,1500,1000,4949
4950,4950,14,8/7/2010,1000,1500,1000,4950
4951,4951,15,8/8/2010,1000,1500,1000,4951
4952,4952,16,8/9/2010,1000,1500,1000,4952
4953,4953,17,8/10/2010,1000,1500,1000,4953
4954,4954,18,8/11/2010,1000,1500,1000,4954
4955,4955,19,8/12/2010,1000,1500,1000,4955
4956,4956,20,8/13/2010,1000,1500,1000,4956
4957,4957,21,8/14/2010,1000,1500,1000,4957
4958,4958,22,8/15/2010,1000,1500,1000,4958
4959,4959,23,8/16/2010,1000,1500,1000,4959
4960,4960,24,8/17/2010,1000,1500,1000,4960
4961,4961,25,8/18/2010,1000,1500,1000,4961
4962,4962,26,8/19/2010,1000,1500,1000,4962
4963,4963,27,8/20/2010,1000,1500,1000,4963
4964,4964,28,8/21/2010,1000,1500,1000,4964
4965,4965,29,8/22/2010,1000,1500,1000,4965
4966,4966,30,8/23/2010,1000,1500,1000,4966
4967,4967,31,8/24/2010,1000,1500,1000,4967
4968,4968,32,8/25/2010,1000,1500,1000,4968
4969,4969,33,8/26/2010,1000,1500,1000,4969
4970,4970,34,8/27/2010,1000,1500,1000,4970
4971,4971,35,8/28/2010,1000,1500,1000,4971
4972,4972,36,8/29/2010,1000,1500,1000,4972
4973,4973,37,8/30/2010,1000,1500,1000,4973
4974,4974,38,8/31/2010,1000,1500,1000,4974
4975,4975,39,9/1/2010,1000,1500,1000,4975
4976,4976,40,9/2/2010,1000,1500,1000,4976
4977,4977,41,9/3/2010,1000,1500,1000,4977
4978,4978,42,9/4/2010,1000,1500,1000,4978
4979,4979,43,9/5/2010,1000,1500,1000,4979
4980,4980,44,9/6/2010,1000,1500,1000,4980
4981,4981,45,9/7/2010,1000,1500,1000,4981
4982,4982,46,9/8/2010,1000,1500,1000,4982
4983,4983,47,9/9/2010,1000,1500,1000,4983
4984,4984,48,9/10/2010,1000,1500,1000,4984
4985,4985,49,9/11/2010,1000,1500,1000,4985
4986,4986,50,9/12/2010,1000,1500,1000,4986
4987,4987,51,9/13/2010,1000,1500,1000,4987
4988,4988,52,9/14/2010,1000,1500,1000,4988
4989,4989,53,9/15/2010,1000,1500,1000,4989
4990,4990,54,9/16/2010,1000,1500,1000,4990
4991,4991,55,9/17/2010,1000,1500,1000,4991
4992,4992,56,9/18/2010,1000,1500,1000,4992
4993,4993,57,9/19/2010,1000,1500,1000,4993
4994,4994,58,9/20/2010,1000,1500,1000,4994
4995,4995,59,9/21/2010,1000,1500,1000,4995
4996,4996,60,9/22/2010,1000,1500,1000,4996
4997,4997,61,9/23/2010,1000,1500,1000,4997
4998,4998,62,9/24/2010,1000,1500,1000,4998
4999,4999,63,9/25/2010,1000,1500,1000,4999
5000,5000,64,9/26/2010,,1500,,5000
5001,5001,65,9/27/2010,,1500,,5001
5002,5002,66,9/28/2010,,1500,,5002
5003,5003,67,9/29/2010,,1500,,5003
