IDENVIO,IDDETALLEVENTA,IDCLIENTE,ESTADOENVIO,FECHA
8989,8989,8989,ENTREGADO,8/28/2021
8990,8990,8990,EN PROCESO,8/29/2021
8991,8991,8991,EN PROCESO,8/30/2021
8992,8992,8992,ENTREGADO,8/31/2021
8993,8993,8993,EN PROCESO,9/1/2021
8994,8994,8994,ENTREGADO,9/2/2021
8995,8995,8995,EN PROCESO,9/3/2021
8996,8996,8996,EN PROCESO,9/4/2021
8997,8997,8997,ENTREGADO,9/5/2021
8998,8998,8998,EN PROCESO,9/6/2021
8999,8999,8999,ENTREGADO,9/7/2021
9000,9000,9000,EN PROCESO,9/8/2021
9001,9001,9001,EN PROCESO,9/9/2021
9002,9002,9002,ENTREGADO,9/10/2021
9003,9003,9003,EN PROCESO,9/11/2021
9004,9004,9004,ENTREGADO,9/12/2021
9005,9005,9005,EN PROCESO,9/13/2021
9006,9006,9006,EN PROCESO,9/14/2021
9007,9007,9007,ENTREGADO,9/15/2021
9008,9008,9008,EN PROCESO,9/16/2021
9009,9009,9009,ENTREGADO,9/17/2021
9010,9010,9010,EN PROCESO,9/18/2021
9011,9011,9011,EN PROCESO,9/19/2021
9012,9012,9012,ENTREGADO,9/20/2021
9013,9013,9013,EN PROCESO,9/21/2021
9014,9014,9014,ENTREGADO,9/22/2021
9015,9015,9015,EN PROCESO,9/23/2021
9016,9016,9016,EN PROCESO,9/24/2021
9017,9017,9017,ENTREGADO,9/25/2021
9018,9018,9018,EN PROCESO,9/26/2021
9019,9019,9019,ENTREGADO,9/27/2021
9020,9020,9020,EN PROCESO,9/28/2021
9021,9021,9021,EN PROCESO,9/29/2021
9022,9022,9022,ENTREGADO,9/30/2021
9023,9023,9023,EN PROCESO,10/1/2021
9024,9024,9024,ENTREGADO,10/2/2021
9025,9025,9025,EN PROCESO,10/3/2021
9026,9026,9026,EN PROCESO,10/4/2021
9027,9027,9027,ENTREGADO,10/5/2021
9028,9028,9028,EN PROCESO,10/6/2021
9029,9029,9029,ENTREGADO,10/7/2021
9030,9030,9030,EN PROCESO,10/8/2021
9031,9031,9031,EN PROCESO,10/9/2021
9032,9032,9032,ENTREGADO,10/10/2021
9033,9033,9033,EN PROCESO,10/11/2021
9034,9034,9034,ENTREGADO,10/12/2021
9035,9035,9035,EN PROCESO,10/13/2021
9036,9036,9036,EN PROCESO,10/14/2021
9037,9037,9037,ENTREGADO,10/15/2021
9038,9038,9038,EN PROCESO,10/16/2021
9039,9039,9039,ENTREGADO,10/17/2021
9040,9040,9040,EN PROCESO,10/18/2021
9041,9041,9041,EN PROCESO,10/19/2021
9042,9042,9042,ENTREGADO,10/20/2021
9043,9043,9043,EN PROCESO,10/21/2021
9044,9044,9044,ENTREGADO,10/22/2021
9045,9045,9045,EN PROCESO,10/23/2021
9046,9046,9046,EN PROCESO,10/24/2021
9047,9047,9047,ENTREGADO,10/25/2021
9048,9048,9048,EN PROCESO,10/26/2021
9049,9049,9049,ENTREGADO,10/27/2021
9050,9050,9050,EN PROCESO,10/28/2021
9051,9051,9051,EN PROCESO,10/29/2021
9052,9052,9052,ENTREGADO,10/30/2021
9053,9053,9053,EN PROCESO,10/31/2021
9054,9054,9054,ENTREGADO,11/1/2021
9055,9055,9055,EN PROCESO,11/2/2021
9056,9056,9056,EN PROCESO,11/3/2021
9057,9057,9057,ENTREGADO,11/4/2021
9058,9058,9058,EN PROCESO,11/5/2021
9059,9059,9059,ENTREGADO,11/6/2021
9060,9060,9060,EN PROCESO,11/7/2021
9061,9061,9061,EN PROCESO,11/8/2021
9062,9062,9062,ENTREGADO,11/9/2021
9063,9063,9063,EN PROCESO,11/10/2021
9064,9064,9064,ENTREGADO,11/11/2021
9065,9065,9065,EN PROCESO,11/12/2021
9066,9066,9066,EN PROCESO,11/13/2021
9067,9067,9067,ENTREGADO,11/14/2021
9068,9068,9068,EN PROCESO,11/15/2021
9069,9069,9069,ENTREGADO,11/16/2021
9070,9070,9070,EN PROCESO,11/17/2021
9071,9071,9071,EN PROCESO,11/18/2021
9072,9072,9072,ENTREGADO,11/19/2021
9073,9073,9073,EN PROCESO,11/20/2021
9074,9074,9074,ENTREGADO,11/21/2021
9075,9075,9075,EN PROCESO,11/22/2021
9076,9076,9076,EN PROCESO,11/23/2021
9077,9077,9077,ENTREGADO,11/24/2021
9078,9078,9078,EN PROCESO,11/25/2021
9079,9079,9079,ENTREGADO,11/26/2021
9080,9080,9080,EN PROCESO,11/27/2021
9081,9081,9081,EN PROCESO,11/28/2021
9082,9082,9082,ENTREGADO,11/29/2021
9083,9083,9083,EN PROCESO,11/30/2021
9084,9084,9084,ENTREGADO,12/1/2021
9085,9085,9085,EN PROCESO,12/2/2021
9086,9086,9086,EN PROCESO,12/3/2021
9087,9087,9087,ENTREGADO,12/4/2021
9088,9088,9088,EN PROCESO,12/5/2021
9089,9089,9089,ENTREGADO,12/6/2021
9090,9090,9090,EN PROCESO,12/7/2021
9091,9091,9091,EN PROCESO,12/8/2021
9092,9092,9092,ENTREGADO,12/9/2021
9093,9093,9093,EN PROCESO,12/10/2021
9094,9094,9094,ENTREGADO,12/11/2021
9095,9095,9095,EN PROCESO,12/12/2021
9096,9096,9096,EN PROCESO,12/13/2021
9097,9097,9097,ENTREGADO,12/14/2021
9098,9098,9098,EN PROCESO,12/15/2021
9099,9099,9099,ENTREGADO,12/16/2021
9100,9100,9100,EN PROCESO,12/17/2021
9101,9101,9101,EN PROCESO,12/18/2021
9102,9102,9102,ENTREGADO,12/19/2021
9103,9103,9103,EN PROCESO,12/20/2021
9104,9104,9104,ENTREGADO,12/21/2021
9105,9105,9105,EN PROCESO,12/22/2021
9106,9106,9106,EN PROCESO,12/23/2021
9107,9107,9107,ENTREGADO,12/24/2021
9108,9108,9108,EN PROCESO,12/25/2021
9109,9109,9109,ENTREGADO,12/26/2021
9110,9110,9110,EN PROCESO,12/27/2021
9111,9111,9111,EN PROCESO,12/28/2021
9112,9112,9112,ENTREGADO,12/29/2021
9113,9113,9113,EN PROCESO,12/30/2021
9114,9114,9114,ENTREGADO,12/31/2021
9115,9115,9115,EN PROCESO,1/1/2022
9116,9116,9116,EN PROCESO,1/2/2022
9117,9117,9117,ENTREGADO,1/3/2022
9118,9118,9118,EN PROCESO,1/4/2022
9119,9119,9119,ENTREGADO,1/5/2022
9120,9120,9120,EN PROCESO,1/6/2022
9121,9121,9121,EN PROCESO,1/7/2022
9122,9122,9122,ENTREGADO,1/8/2022
9123,9123,9123,EN PROCESO,1/9/2022
9124,9124,9124,ENTREGADO,1/10/2022
9125,9125,9125,EN PROCESO,1/11/2022
9126,9126,9126,EN PROCESO,1/12/2022
9127,9127,9127,ENTREGADO,1/13/2022
9128,9128,9128,EN PROCESO,1/14/2022
9129,9129,9129,ENTREGADO,1/15/2022
9130,9130,9130,EN PROCESO,1/16/2022
9131,9131,9131,EN PROCESO,1/17/2022
9132,9132,9132,ENTREGADO,1/18/2022
9133,9133,9133,EN PROCESO,1/19/2022
9134,9134,9134,ENTREGADO,1/20/2022
9135,9135,9135,EN PROCESO,1/21/2022
9136,9136,9136,EN PROCESO,1/22/2022
9137,9137,9137,ENTREGADO,1/23/2022
9138,9138,9138,EN PROCESO,1/24/2022
9139,9139,9139,ENTREGADO,1/25/2022
9140,9140,9140,EN PROCESO,1/26/2022
9141,9141,9141,EN PROCESO,1/27/2022
9142,9142,9142,ENTREGADO,1/28/2022
9143,9143,9143,EN PROCESO,1/29/2022
9144,9144,9144,ENTREGADO,1/30/2022
9145,9145,9145,EN PROCESO,1/31/2022
9146,9146,9146,EN PROCESO,2/1/2022
9147,9147,9147,ENTREGADO,2/2/2022
9148,9148,9148,EN PROCESO,2/3/2022
9149,9149,9149,ENTREGADO,2/4/2022
9150,9150,9150,EN PROCESO,2/5/2022
9151,9151,9151,EN PROCESO,2/6/2022
9152,9152,9152,ENTREGADO,2/7/2022
9153,9153,9153,EN PROCESO,2/8/2022
9154,9154,9154,ENTREGADO,2/9/2022
9155,9155,9155,EN PROCESO,2/10/2022
9156,9156,9156,EN PROCESO,2/11/2022
9157,9157,9157,ENTREGADO,2/12/2022
9158,9158,9158,EN PROCESO,2/13/2022
9159,9159,9159,ENTREGADO,2/14/2022
9160,9160,9160,EN PROCESO,2/15/2022
9161,9161,9161,EN PROCESO,2/16/2022
9162,9162,9162,ENTREGADO,2/17/2022
9163,9163,9163,EN PROCESO,2/18/2022
9164,9164,9164,ENTREGADO,2/19/2022
9165,9165,9165,EN PROCESO,2/20/2022
9166,9166,9166,EN PROCESO,2/21/2022
9167,9167,9167,ENTREGADO,2/22/2022
9168,9168,9168,EN PROCESO,2/23/2022
9169,9169,9169,ENTREGADO,2/24/2022
9170,9170,9170,EN PROCESO,2/25/2022
9171,9171,9171,EN PROCESO,2/26/2022
9172,9172,9172,ENTREGADO,2/27/2022
9173,9173,9173,EN PROCESO,2/28/2022
9174,9174,9174,ENTREGADO,3/1/2022
9175,9175,9175,EN PROCESO,3/2/2022
9176,9176,9176,EN PROCESO,3/3/2022
9177,9177,9177,ENTREGADO,3/4/2022
9178,9178,9178,EN PROCESO,3/5/2022
9179,9179,9179,ENTREGADO,3/6/2022
9180,9180,9180,EN PROCESO,3/7/2022
9181,9181,9181,EN PROCESO,3/8/2022
9182,9182,9182,ENTREGADO,3/9/2022
9183,9183,9183,EN PROCESO,3/10/2022
9184,9184,9184,ENTREGADO,3/11/2022
9185,9185,9185,EN PROCESO,3/12/2022
9186,9186,9186,EN PROCESO,3/13/2022
9187,9187,9187,ENTREGADO,3/14/2022
9188,9188,9188,EN PROCESO,3/15/2022
9189,9189,9189,ENTREGADO,3/16/2022
9190,9190,9190,EN PROCESO,3/17/2022
9191,9191,9191,EN PROCESO,3/18/2022
9192,9192,9192,ENTREGADO,3/19/2022
9193,9193,9193,EN PROCESO,3/20/2022
9194,9194,9194,ENTREGADO,3/21/2022
9195,9195,9195,EN PROCESO,3/22/2022
9196,9196,9196,EN PROCESO,3/23/2022
9197,9197,9197,ENTREGADO,3/24/2022
9198,9198,9198,EN PROCESO,3/25/2022
9199,9199,9199,ENTREGADO,3/26/2022
9200,9200,9200,EN PROCESO,3/27/2022
9201,9201,9201,EN PROCESO,3/28/2022
9202,9202,9202,ENTREGADO,3/29/2022
9203,9203,9203,EN PROCESO,3/30/2022
9204,9204,9204,ENTREGADO,3/31/2022
9205,9205,9205,EN PROCESO,4/1/2022
9206,9206,9206,EN PROCESO,4/2/2022
9207,9207,9207,ENTREGADO,4/3/2022
9208,9208,9208,EN PROCESO,4/4/2022
9209,9209,9209,ENTREGADO,4/5/2022
9210,9210,9210,EN PROCESO,4/6/2022
9211,9211,9211,EN PROCESO,4/7/2022
9212,9212,9212,ENTREGADO,4/8/2022
9213,9213,9213,EN PROCESO,4/9/2022
9214,9214,9214,ENTREGADO,4/10/2022
9215,9215,9215,EN PROCESO,4/11/2022
9216,9216,9216,EN PROCESO,4/12/2022
9217,9217,9217,ENTREGADO,4/13/2022
9218,9218,9218,EN PROCESO,4/14/2022
9219,9219,9219,ENTREGADO,4/15/2022
9220,9220,9220,EN PROCESO,4/16/2022
9221,9221,9221,EN PROCESO,4/17/2022
9222,9222,9222,ENTREGADO,4/18/2022
9223,9223,9223,EN PROCESO,4/19/2022
9224,9224,9224,ENTREGADO,4/20/2022
9225,9225,9225,EN PROCESO,4/21/2022
9226,9226,9226,EN PROCESO,4/22/2022
9227,9227,9227,ENTREGADO,4/23/2022
9228,9228,9228,EN PROCESO,4/24/2022
9229,9229,9229,ENTREGADO,4/25/2022
9230,9230,9230,EN PROCESO,4/26/2022
9231,9231,9231,EN PROCESO,4/27/2022
9232,9232,9232,ENTREGADO,4/28/2022
9233,9233,9233,EN PROCESO,4/29/2022
9234,9234,9234,ENTREGADO,4/30/2022
9235,9235,9235,EN PROCESO,5/1/2022
9236,9236,9236,EN PROCESO,5/2/2022
9237,9237,9237,ENTREGADO,5/3/2022
9238,9238,9238,EN PROCESO,5/4/2022
9239,9239,9239,ENTREGADO,5/5/2022
9240,9240,9240,EN PROCESO,5/6/2022
9241,9241,9241,EN PROCESO,5/7/2022
9242,9242,9242,ENTREGADO,5/8/2022
9243,9243,9243,EN PROCESO,5/9/2022
9244,9244,9244,ENTREGADO,5/10/2022
9245,9245,9245,EN PROCESO,5/11/2022
9246,9246,9246,EN PROCESO,5/12/2022
9247,9247,9247,ENTREGADO,5/13/2022
9248,9248,9248,EN PROCESO,5/14/2022
9249,9249,9249,ENTREGADO,5/15/2022
9250,9250,9250,EN PROCESO,5/16/2022
9251,9251,9251,EN PROCESO,5/17/2022
9252,9252,9252,ENTREGADO,5/18/2022
9253,9253,9253,EN PROCESO,5/19/2022
9254,9254,9254,ENTREGADO,5/20/2022
9255,9255,9255,EN PROCESO,5/21/2022
9256,9256,9256,EN PROCESO,5/22/2022
9257,9257,9257,ENTREGADO,5/23/2022
9258,9258,9258,EN PROCESO,5/24/2022
9259,9259,9259,ENTREGADO,5/25/2022
9260,9260,9260,EN PROCESO,5/26/2022
9261,9261,9261,EN PROCESO,5/27/2022
9262,9262,9262,ENTREGADO,5/28/2022
9263,9263,9263,EN PROCESO,5/29/2022
9264,9264,9264,ENTREGADO,5/30/2022
9265,9265,9265,EN PROCESO,5/31/2022
9266,9266,9266,EN PROCESO,6/1/2022
9267,9267,9267,ENTREGADO,6/2/2022
9268,9268,9268,EN PROCESO,6/3/2022
9269,9269,9269,ENTREGADO,6/4/2022
9270,9270,9270,EN PROCESO,6/5/2022
9271,9271,9271,EN PROCESO,6/6/2022
9272,9272,9272,ENTREGADO,6/7/2022
9273,9273,9273,EN PROCESO,6/8/2022
9274,9274,9274,ENTREGADO,6/9/2022
9275,9275,9275,EN PROCESO,6/10/2022
9276,9276,9276,EN PROCESO,6/11/2022
9277,9277,9277,ENTREGADO,6/12/2022
9278,9278,9278,EN PROCESO,6/13/2022
9279,9279,9279,ENTREGADO,6/14/2022
9280,9280,9280,EN PROCESO,6/15/2022
9281,9281,9281,EN PROCESO,6/16/2022
9282,9282,9282,ENTREGADO,6/17/2022
9283,9283,9283,EN PROCESO,6/18/2022
9284,9284,9284,ENTREGADO,6/19/2022
9285,9285,9285,EN PROCESO,6/20/2022
9286,9286,9286,EN PROCESO,6/21/2022
9287,9287,9287,ENTREGADO,6/22/2022
9288,9288,9288,EN PROCESO,6/23/2022
9289,9289,9289,ENTREGADO,6/24/2022
9290,9290,9290,EN PROCESO,6/25/2022
9291,9291,9291,EN PROCESO,6/26/2022
9292,9292,9292,ENTREGADO,6/27/2022
9293,9293,9293,EN PROCESO,6/28/2022
9294,9294,9294,ENTREGADO,6/29/2022
9295,9295,9295,EN PROCESO,6/30/2022
9296,9296,9296,EN PROCESO,7/1/2022
9297,9297,9297,ENTREGADO,7/2/2022
9298,9298,9298,EN PROCESO,7/3/2022
9299,9299,9299,ENTREGADO,7/4/2022
9300,9300,9300,EN PROCESO,7/5/2022
9301,9301,9301,EN PROCESO,7/6/2022
9302,9302,9302,ENTREGADO,7/7/2022
9303,9303,9303,EN PROCESO,7/8/2022
9304,9304,9304,ENTREGADO,7/9/2022
9305,9305,9305,EN PROCESO,7/10/2022
9306,9306,9306,EN PROCESO,7/11/2022
9307,9307,9307,ENTREGADO,7/12/2022
9308,9308,9308,EN PROCESO,7/13/2022
9309,9309,9309,ENTREGADO,7/14/2022
9310,9310,9310,EN PROCESO,7/15/2022
9311,9311,9311,EN PROCESO,7/16/2022
9312,9312,9312,ENTREGADO,7/17/2022
9313,9313,9313,EN PROCESO,7/18/2022
9314,9314,9314,ENTREGADO,7/19/2022
9315,9315,9315,EN PROCESO,7/20/2022
9316,9316,9316,EN PROCESO,7/21/2022
9317,9317,9317,ENTREGADO,7/22/2022
9318,9318,9318,EN PROCESO,7/23/2022
9319,9319,9319,ENTREGADO,7/24/2022
9320,9320,9320,EN PROCESO,7/25/2022
9321,9321,9321,EN PROCESO,7/26/2022
9322,9322,9322,ENTREGADO,7/27/2022
9323,9323,9323,EN PROCESO,7/28/2022
9324,9324,9324,ENTREGADO,7/29/2022
9325,9325,9325,EN PROCESO,7/30/2022
9326,9326,9326,EN PROCESO,7/31/2022
9327,9327,9327,ENTREGADO,8/1/2022
9328,9328,9328,EN PROCESO,8/2/2022
9329,9329,9329,ENTREGADO,8/3/2022
9330,9330,9330,EN PROCESO,8/4/2022
9331,9331,9331,EN PROCESO,8/5/2022
9332,9332,9332,ENTREGADO,8/6/2022
9333,9333,9333,EN PROCESO,8/7/2022
9334,9334,9334,ENTREGADO,8/8/2022
9335,9335,9335,EN PROCESO,8/9/2022
9336,9336,9336,EN PROCESO,8/10/2022
9337,9337,9337,ENTREGADO,8/11/2022
9338,9338,9338,EN PROCESO,8/12/2022
9339,9339,9339,ENTREGADO,8/13/2022
9340,9340,9340,EN PROCESO,8/14/2022
9341,9341,9341,EN PROCESO,8/15/2022
9342,9342,9342,ENTREGADO,8/16/2022
9343,9343,9343,EN PROCESO,8/17/2022
9344,9344,9344,ENTREGADO,8/18/2022
9345,9345,9345,EN PROCESO,8/19/2022
9346,9346,9346,EN PROCESO,8/20/2022
9347,9347,9347,ENTREGADO,8/21/2022
9348,9348,9348,EN PROCESO,8/22/2022
9349,9349,9349,ENTREGADO,8/23/2022
9350,9350,9350,EN PROCESO,8/24/2022
9351,9351,9351,EN PROCESO,8/25/2022
9352,9352,9352,ENTREGADO,8/26/2022
9353,9353,9353,EN PROCESO,8/27/2022
9354,9354,9354,ENTREGADO,8/28/2022
9355,9355,9355,EN PROCESO,8/29/2022
9356,9356,9356,EN PROCESO,8/30/2022
9357,9357,9357,ENTREGADO,8/31/2022
9358,9358,9358,EN PROCESO,9/1/2022
9359,9359,9359,ENTREGADO,9/2/2022
9360,9360,9360,EN PROCESO,9/3/2022
9361,9361,9361,EN PROCESO,9/4/2022
9362,9362,9362,ENTREGADO,9/5/2022
9363,9363,9363,EN PROCESO,9/6/2022
9364,9364,9364,ENTREGADO,9/7/2022
9365,9365,9365,EN PROCESO,9/8/2022
9366,9366,9366,EN PROCESO,9/9/2022
9367,9367,9367,ENTREGADO,9/10/2022
9368,9368,9368,EN PROCESO,9/11/2022
9369,9369,9369,ENTREGADO,9/12/2022
9370,9370,9370,EN PROCESO,9/13/2022
9371,9371,9371,EN PROCESO,9/14/2022
9372,9372,9372,ENTREGADO,9/15/2022
9373,9373,9373,EN PROCESO,9/16/2022
9374,9374,9374,ENTREGADO,9/17/2022
9375,9375,9375,EN PROCESO,9/18/2022
9376,9376,9376,EN PROCESO,9/19/2022
9377,9377,9377,ENTREGADO,9/20/2022
9378,9378,9378,EN PROCESO,9/21/2022
9379,9379,9379,ENTREGADO,9/22/2022
9380,9380,9380,EN PROCESO,9/23/2022
9381,9381,9381,EN PROCESO,9/24/2022
9382,9382,9382,ENTREGADO,9/25/2022
9383,9383,9383,EN PROCESO,9/26/2022
9384,9384,9384,ENTREGADO,9/27/2022
9385,9385,9385,EN PROCESO,9/28/2022
9386,9386,9386,EN PROCESO,9/29/2022
9387,9387,9387,ENTREGADO,9/30/2022
9388,9388,9388,EN PROCESO,10/1/2022
9389,9389,9389,ENTREGADO,10/2/2022
9390,9390,9390,EN PROCESO,10/3/2022
9391,9391,9391,EN PROCESO,10/4/2022
9392,9392,9392,ENTREGADO,10/5/2022
9393,9393,9393,EN PROCESO,10/6/2022
9394,9394,9394,ENTREGADO,10/7/2022
9395,9395,9395,EN PROCESO,10/8/2022
9396,9396,9396,EN PROCESO,10/9/2022
9397,9397,9397,ENTREGADO,10/10/2022
9398,9398,9398,EN PROCESO,10/11/2022
9399,9399,9399,ENTREGADO,10/12/2022
9400,9400,9400,EN PROCESO,10/13/2022
9401,9401,9401,EN PROCESO,10/14/2022
9402,9402,9402,ENTREGADO,10/15/2022
9403,9403,9403,EN PROCESO,10/16/2022
9404,9404,9404,ENTREGADO,10/17/2022
9405,9405,9405,EN PROCESO,10/18/2022
9406,9406,9406,EN PROCESO,10/19/2022
9407,9407,9407,ENTREGADO,10/20/2022
9408,9408,9408,EN PROCESO,10/21/2022
9409,9409,9409,ENTREGADO,10/22/2022
9410,9410,9410,EN PROCESO,10/23/2022
9411,9411,9411,EN PROCESO,10/24/2022
9412,9412,9412,ENTREGADO,10/25/2022
9413,9413,9413,EN PROCESO,10/26/2022
9414,9414,9414,ENTREGADO,10/27/2022
9415,9415,9415,EN PROCESO,10/28/2022
9416,9416,9416,EN PROCESO,10/29/2022
9417,9417,9417,ENTREGADO,10/30/2022
9418,9418,9418,EN PROCESO,10/31/2022
9419,9419,9419,ENTREGADO,11/1/2022
9420,9420,9420,EN PROCESO,11/2/2022
9421,9421,9421,EN PROCESO,11/3/2022
9422,9422,9422,ENTREGADO,11/4/2022
9423,9423,9423,EN PROCESO,11/5/2022
9424,9424,9424,ENTREGADO,11/6/2022
9425,9425,9425,EN PROCESO,11/7/2022
9426,9426,9426,EN PROCESO,11/8/2022
9427,9427,9427,ENTREGADO,11/9/2022
9428,9428,9428,EN PROCESO,11/10/2022
9429,9429,9429,ENTREGADO,11/11/2022
9430,9430,9430,EN PROCESO,11/12/2022
9431,9431,9431,EN PROCESO,11/13/2022
9432,9432,9432,ENTREGADO,11/14/2022
9433,9433,9433,EN PROCESO,11/15/2022
9434,9434,9434,ENTREGADO,11/16/2022
9435,9435,9435,EN PROCESO,11/17/2022
9436,9436,9436,EN PROCESO,11/18/2022
9437,9437,9437,ENTREGADO,11/19/2022
9438,9438,9438,EN PROCESO,11/20/2022
9439,9439,9439,ENTREGADO,11/21/2022
9440,9440,9440,EN PROCESO,11/22/2022
9441,9441,9441,EN PROCESO,11/23/2022
9442,9442,9442,ENTREGADO,11/24/2022
9443,9443,9443,EN PROCESO,11/25/2022
9444,9444,9444,ENTREGADO,11/26/2022
9445,9445,9445,EN PROCESO,11/27/2022
9446,9446,9446,EN PROCESO,11/28/2022
9447,9447,9447,ENTREGADO,11/29/2022
9448,9448,9448,EN PROCESO,11/30/2022
9449,9449,9449,ENTREGADO,12/1/2022
9450,9450,9450,EN PROCESO,12/2/2022
9451,9451,9451,EN PROCESO,12/3/2022
9452,9452,9452,ENTREGADO,12/4/2022
9453,9453,9453,EN PROCESO,12/5/2022
9454,9454,9454,ENTREGADO,12/6/2022
9455,9455,9455,EN PROCESO,12/7/2022
9456,9456,9456,EN PROCESO,12/8/2022
9457,9457,9457,ENTREGADO,10/1/2022
9458,9458,9458,EN PROCESO,10/2/2022
9459,9459,9459,ENTREGADO,10/3/2022
9460,9460,9460,EN PROCESO,10/4/2022
9461,9461,9461,EN PROCESO,10/5/2022
9462,9462,9462,ENTREGADO,10/6/2022
9463,9463,9463,EN PROCESO,10/7/2022
9464,9464,9464,ENTREGADO,10/8/2022
9465,9465,9465,EN PROCESO,10/9/2022
9466,9466,9466,EN PROCESO,10/10/2022
9467,9467,9467,ENTREGADO,10/11/2022
9468,9468,9468,EN PROCESO,10/12/2022
9469,9469,9469,ENTREGADO,10/13/2022
9470,9470,9470,EN PROCESO,10/14/2022
9471,9471,9471,EN PROCESO,10/15/2022
9472,9472,9472,ENTREGADO,10/16/2022
9473,9473,9473,EN PROCESO,10/17/2022
9474,9474,9474,ENTREGADO,10/18/2022
9475,9475,9475,EN PROCESO,10/19/2022
9476,9476,9476,EN PROCESO,10/20/2022
9477,9477,9477,ENTREGADO,10/21/2022
9478,9478,9478,EN PROCESO,10/22/2022
9479,9479,9479,ENTREGADO,10/23/2022
9480,9480,9480,EN PROCESO,10/24/2022
9481,9481,9481,EN PROCESO,10/25/2022
9482,9482,9482,ENTREGADO,10/26/2022
9483,9483,9483,EN PROCESO,10/27/2022
9484,9484,9484,ENTREGADO,10/28/2022
9485,9485,9485,EN PROCESO,10/29/2022
9486,9486,9486,EN PROCESO,10/30/2022
9487,9487,9487,ENTREGADO,10/31/2022
9488,9488,9488,EN PROCESO,11/1/2022
9489,9489,9489,ENTREGADO,11/2/2022
9490,9490,9490,EN PROCESO,11/3/2022
9491,9491,9491,EN PROCESO,11/4/2022
9492,9492,9492,ENTREGADO,11/5/2022
9493,9493,9493,EN PROCESO,11/6/2022
9494,9494,9494,ENTREGADO,11/7/2022
9495,9495,9495,EN PROCESO,11/8/2022
9496,9496,9496,EN PROCESO,11/9/2022
9497,9497,9497,ENTREGADO,11/10/2022
9498,9498,9498,EN PROCESO,11/11/2022
9499,9499,9499,ENTREGADO,11/12/2022
9500,9500,9500,EN PROCESO,11/13/2022
9501,9501,9501,EN PROCESO,11/14/2022
9502,9502,9502,ENTREGADO,11/15/2022
9503,9503,9503,EN PROCESO,11/16/2022
9504,9504,9504,ENTREGADO,11/17/2022
9505,9505,9505,EN PROCESO,11/18/2022
9506,9506,9506,EN PROCESO,11/19/2022
9507,9507,9507,ENTREGADO,11/20/2022
9508,9508,9508,EN PROCESO,11/21/2022
9509,9509,9509,ENTREGADO,11/22/2022
9510,9510,9510,EN PROCESO,11/23/2022
9511,9511,9511,EN PROCESO,11/24/2022
9512,9512,9512,ENTREGADO,11/25/2022
9513,9513,9513,EN PROCESO,11/26/2022
9514,9514,9514,ENTREGADO,11/27/2022
9515,9515,9515,EN PROCESO,11/28/2022
9516,9516,9516,EN PROCESO,11/29/2022
9517,9517,9517,ENTREGADO,11/30/2022
9518,9518,9518,EN PROCESO,12/1/2022
9519,9519,9519,ENTREGADO,12/2/2022
9520,9520,9520,EN PROCESO,12/3/2022
9521,9521,9521,EN PROCESO,12/4/2022
9522,9522,9522,ENTREGADO,12/5/2022
9523,9523,9523,EN PROCESO,12/6/2022
9524,9524,9524,ENTREGADO,12/7/2022
9525,9525,9525,EN PROCESO,12/8/2022
9526,9526,9526,EN PROCESO,10/1/2022
9527,9527,9527,ENTREGADO,10/2/2022
9528,9528,9528,EN PROCESO,10/3/2022
9529,9529,9529,ENTREGADO,10/4/2022
9530,9530,9530,EN PROCESO,10/5/2022
9531,9531,9531,EN PROCESO,10/6/2022
9532,9532,9532,ENTREGADO,10/7/2022
9533,9533,9533,EN PROCESO,10/8/2022
9534,9534,9534,ENTREGADO,10/9/2022
9535,9535,9535,EN PROCESO,10/10/2022
9536,9536,9536,EN PROCESO,10/11/2022
9537,9537,9537,ENTREGADO,10/12/2022
9538,9538,9538,EN PROCESO,10/13/2022
9539,9539,9539,ENTREGADO,10/14/2022
9540,9540,9540,EN PROCESO,10/15/2022
9541,9541,9541,EN PROCESO,10/16/2022
9542,9542,9542,ENTREGADO,10/17/2022
9543,9543,9543,EN PROCESO,10/18/2022
9544,9544,9544,ENTREGADO,10/19/2022
9545,9545,9545,EN PROCESO,10/20/2022
9546,9546,9546,EN PROCESO,10/21/2022
9547,9547,9547,ENTREGADO,10/22/2022
9548,9548,9548,EN PROCESO,10/23/2022
9549,9549,9549,ENTREGADO,10/24/2022
9550,9550,9550,EN PROCESO,10/25/2022
9551,9551,9551,EN PROCESO,10/26/2022
9552,9552,9552,ENTREGADO,10/27/2022
9553,9553,9553,EN PROCESO,10/28/2022
9554,9554,9554,ENTREGADO,10/29/2022
9555,9555,9555,EN PROCESO,10/30/2022
9556,9556,9556,EN PROCESO,10/31/2022
9557,9557,9557,ENTREGADO,11/1/2022
9558,9558,9558,EN PROCESO,11/2/2022
9559,9559,9559,ENTREGADO,11/3/2022
9560,9560,9560,EN PROCESO,11/4/2022
9561,9561,9561,EN PROCESO,11/5/2022
9562,9562,9562,ENTREGADO,11/6/2022
9563,9563,9563,EN PROCESO,11/7/2022
9564,9564,9564,ENTREGADO,11/8/2022
9565,9565,9565,EN PROCESO,11/9/2022
9566,9566,9566,EN PROCESO,11/10/2022
9567,9567,9567,ENTREGADO,11/11/2022
9568,9568,9568,EN PROCESO,11/12/2022
9569,9569,9569,ENTREGADO,11/13/2022
