"IDPRODUCTO","NOMBREPRODUCTO","PRECIOPRODUCTO","DESCRIPCIONPRODUCTO","ESTADO","CANTIDADDISPONIBLE","IMAGENPRODUCTO","IDCATEGORIA"
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",3639
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",3640
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3641
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",3642
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",3643
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",3644
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",3645
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3646
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",3647
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",3648
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",3649
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",3650
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3651
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",3652
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",3653
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",3654
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",3655
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3656
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",3657
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",3658
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",3659
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",3660
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3661
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",3662
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",3663
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3664
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3665
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3666
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3667
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3668
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3669
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3670
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3671
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3672
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3673
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3674
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3675
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3676
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3677
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3678
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3679
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3680
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3681
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3682
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3683
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3684
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3685
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3686
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3687
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3688
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3689
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3690
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3691
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3692
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3693
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3694
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3695
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3696
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3697
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3698
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3699
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3700
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3701
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3702
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3703
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3704
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3705
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3706
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3707
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3708
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3709
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3710
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3711
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3712
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3713
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3714
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3715
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3716
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3717
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3718
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3719
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3720
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3721
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3722
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3723
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3724
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3725
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3726
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3727
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3728
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3729
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3730
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3731
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3732
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3733
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3734
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3735
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3736
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3737
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3738
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3739
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3740
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3741
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3742
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3743
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3744
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3745
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3746
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3747
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3748
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3749
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3750
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3751
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3752
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3753
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3754
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3755
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3756
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3757
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3758
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3759
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3760
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3761
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3762
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3763
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3764
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3765
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3766
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3767
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3768
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3769
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3770
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3771
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3772
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3773
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3774
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3775
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3776
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3777
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3778
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3779
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3780
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3781
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3782
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3783
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3784
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3785
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3786
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3787
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3788
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3789
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3790
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3791
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3792
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3793
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3794
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3795
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3796
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3797
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3798
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3799
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3800
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3801
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3802
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3803
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3804
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3805
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3806
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3807
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3808
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3809
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3810
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3811
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3812
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3813
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3814
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3815
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3816
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3817
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3818
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3819
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3820
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3821
7,"PIZZA",15000,"PIZZA","AGOTADO",7,"PIZZA",3822
4,"REFRESCO",28500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3823
1,"POSTRE",2000,"POSTRE","AGOTADO",1,"POSTRE",3824
6,"ALITAS",3500,"ALITAS","DISPONIBLE",6,"ALITAS",3825
2,"HAMBURGUESA",5000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3826
7,"PIZZA",15000,"PIZZA","DISPONIBLE",7,"PIZZA",3827
4,"REFRESCO",28500,"REFRESCO","AGOTADO",4,"REFRESCO",3828
1,"POSTRE",2000,"POSTRE","DISPONIBLE",1,"POSTRE",3829
6,"ALITAS",3500,"ALITAS","AGOTADO",6,"ALITAS",3830
2,"HAMBURGUESA",5000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3831
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3832
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3833
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3834
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3835
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3836
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3837
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3838
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3839
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3840
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3841
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3842
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3843
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3844
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3845
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3846
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3847
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3848
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3849
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3850
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3851
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3852
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3853
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3854
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3855
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3856
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3857
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3858
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3859
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3860
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3861
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3862
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3863
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3864
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3865
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3866
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3867
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3868
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3869
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3870
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3871
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3872
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3873
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3874
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3875
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3876
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3877
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3878
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3879
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3880
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3881
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3882
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3883
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3884
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3885
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3886
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3887
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3888
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3889
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3890
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3891
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3892
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3893
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3894
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3895
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3896
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3897
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3898
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3899
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3900
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3901
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3902
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3903
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3904
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3905
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3906
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3907
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3908
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3909
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3910
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3911
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3912
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3913
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3914
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3915
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3916
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3917
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3918
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3919
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3920
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3921
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3922
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3923
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3924
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3925
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3926
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3927
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3928
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3929
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3930
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3931
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3932
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3933
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3934
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3935
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3936
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3937
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3938
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3939
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3940
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3941
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3942
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3943
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3944
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3945
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3946
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3947
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3948
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3949
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3950
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3951
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3952
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3953
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3954
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3955
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3956
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3957
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3958
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3959
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3960
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3961
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3962
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3963
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3964
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3965
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3966
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3967
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3968
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3969
