"IDINVENTARIO","IDPROVEEDOR","IDINGREDIENTE","CANTIDAD","ESTADO"
2168,2,2168,1,"DISPONIBLE"
2169,3,2169,6,"AGOTADO"
2170,4,2170,2,"DISPONIBLE"
2171,5,2171,7,"DISPONIBLE"
2172,6,2172,4,"AGOTADO"
2173,7,2173,1,"DISPONIBLE"
2174,8,2174,6,"AGOTADO"
2175,9,2175,2,"DISPONIBLE"
2176,10,2176,7,"DISPONIBLE"
2177,11,2177,4,"AGOTADO"
2178,12,2178,1,"DISPONIBLE"
2179,13,2179,6,"AGOTADO"
2180,14,2180,2,"DISPONIBLE"
2181,15,2181,7,"DISPONIBLE"
2182,16,2182,4,"AGOTADO"
2183,17,2183,1,"DISPONIBLE"
2184,18,2184,6,"AGOTADO"
2185,19,2185,2,"DISPONIBLE"
2186,20,2186,7,"DISPONIBLE"
2187,21,2187,4,"AGOTADO"
2188,22,2188,1,"DISPONIBLE"
2189,23,2189,6,"AGOTADO"
2190,24,2190,2,"DISPONIBLE"
2191,25,2191,7,"DISPONIBLE"
2192,26,2192,4,"AGOTADO"
2193,27,2193,1,"DISPONIBLE"
2194,28,2194,6,"AGOTADO"
2195,29,2195,2,"DISPONIBLE"
2196,30,2196,7,"DISPONIBLE"
2197,31,2197,4,"AGOTADO"
2198,32,2198,1,"DISPONIBLE"
2199,33,2199,6,"AGOTADO"
2200,34,2200,2,"DISPONIBLE"
2201,35,2201,7,"DISPONIBLE"
2202,36,2202,4,"AGOTADO"
2203,37,2203,1,"DISPONIBLE"
2204,38,2204,6,"AGOTADO"
2205,1,2205,2,"DISPONIBLE"
2206,2,2206,7,"DISPONIBLE"
2207,3,2207,4,"AGOTADO"
2208,4,2208,1,"DISPONIBLE"
2209,5,2209,6,"AGOTADO"
2210,6,2210,2,"DISPONIBLE"
2211,7,2211,7,"DISPONIBLE"
2212,8,2212,4,"AGOTADO"
2213,9,2213,1,"DISPONIBLE"
2214,10,2214,6,"AGOTADO"
2215,11,2215,2,"DISPONIBLE"
2216,12,2216,7,"DISPONIBLE"
2217,13,2217,4,"AGOTADO"
2218,14,2218,1,"DISPONIBLE"
2219,15,2219,6,"AGOTADO"
2220,16,2220,2,"DISPONIBLE"
2221,17,2221,7,"DISPONIBLE"
2222,18,2222,4,"AGOTADO"
2223,19,2223,1,"DISPONIBLE"
2224,20,2224,6,"AGOTADO"
2225,21,2225,2,"DISPONIBLE"
2226,22,2226,7,"DISPONIBLE"
2227,23,2227,4,"AGOTADO"
2228,24,2228,1,"DISPONIBLE"
2229,25,2229,6,"AGOTADO"
2230,26,2230,2,"DISPONIBLE"
2231,27,2231,7,"DISPONIBLE"
2232,28,2232,4,"AGOTADO"
2233,29,2233,1,"DISPONIBLE"
2234,30,2234,6,"AGOTADO"
2235,31,2235,2,"DISPONIBLE"
2236,32,2236,7,"DISPONIBLE"
2237,33,2237,4,"AGOTADO"
2238,34,2238,1,"DISPONIBLE"
2239,35,2239,6,"AGOTADO"
2240,36,2240,2,"DISPONIBLE"
2241,37,2241,7,"DISPONIBLE"
2242,38,2242,4,"AGOTADO"
2243,1,2243,1,"DISPONIBLE"
2244,2,2244,6,"AGOTADO"
2245,3,2245,2,"DISPONIBLE"
2246,4,2246,7,"DISPONIBLE"
2247,5,2247,4,"AGOTADO"
2248,6,2248,1,"DISPONIBLE"
2249,7,2249,6,"AGOTADO"
2250,8,2250,2,"DISPONIBLE"
2251,9,2251,7,"DISPONIBLE"
2252,10,2252,4,"AGOTADO"
2253,11,2253,1,"DISPONIBLE"
2254,12,2254,6,"AGOTADO"
2255,13,2255,2,"DISPONIBLE"
2256,14,2256,7,"DISPONIBLE"
2257,15,2257,4,"AGOTADO"
2258,16,2258,1,"DISPONIBLE"
2259,17,2259,6,"AGOTADO"
2260,18,2260,2,"DISPONIBLE"
2261,19,2261,7,"DISPONIBLE"
2262,20,2262,4,"AGOTADO"
2263,21,2263,1,"DISPONIBLE"
2264,22,2264,6,"AGOTADO"
2265,23,2265,2,"DISPONIBLE"
2266,24,2266,7,"DISPONIBLE"
2267,25,2267,4,"AGOTADO"
2268,26,2268,1,"DISPONIBLE"
2269,27,2269,6,"AGOTADO"
2270,28,2270,2,"DISPONIBLE"
2271,29,2271,7,"DISPONIBLE"
2272,30,2272,4,"AGOTADO"
2273,31,2273,1,"DISPONIBLE"
2274,32,2274,6,"AGOTADO"
2275,33,2275,2,"DISPONIBLE"
2276,34,2276,7,"DISPONIBLE"
2277,35,2277,4,"AGOTADO"
2278,36,2278,1,"DISPONIBLE"
2279,37,2279,6,"AGOTADO"
2280,38,2280,2,"DISPONIBLE"
2281,1,2281,7,"DISPONIBLE"
2282,2,2282,4,"AGOTADO"
2283,3,2283,1,"DISPONIBLE"
2284,4,2284,6,"AGOTADO"
2285,5,2285,2,"DISPONIBLE"
2286,6,2286,7,"DISPONIBLE"
2287,7,2287,4,"AGOTADO"
2288,8,2288,1,"DISPONIBLE"
2289,9,2289,6,"AGOTADO"
2290,10,2290,2,"DISPONIBLE"
2291,11,2291,7,"DISPONIBLE"
2292,12,2292,4,"AGOTADO"
2293,13,2293,1,"DISPONIBLE"
2294,14,2294,6,"AGOTADO"
2295,15,2295,2,"DISPONIBLE"
2296,16,2296,7,"DISPONIBLE"
2297,17,2297,4,"AGOTADO"
2298,18,2298,1,"DISPONIBLE"
2299,19,2299,6,"AGOTADO"
2300,20,2300,2,"DISPONIBLE"
2301,21,2301,7,"DISPONIBLE"
2302,22,2302,4,"AGOTADO"
2303,23,2303,1,"DISPONIBLE"
2304,24,2304,6,"AGOTADO"
2305,25,2305,2,"DISPONIBLE"
2306,26,2306,7,"DISPONIBLE"
2307,27,2307,4,"AGOTADO"
2308,28,2308,1,"DISPONIBLE"
2309,29,2309,6,"AGOTADO"
2310,30,2310,2,"DISPONIBLE"
2311,31,2311,7,"DISPONIBLE"
2312,32,2312,4,"AGOTADO"
2313,33,2313,1,"DISPONIBLE"
2314,34,2314,6,"AGOTADO"
2315,35,2315,2,"DISPONIBLE"
2316,36,2316,7,"DISPONIBLE"
2317,37,2317,4,"AGOTADO"
2318,38,2318,1,"DISPONIBLE"
2319,1,2319,6,"AGOTADO"
2320,2,2320,2,"DISPONIBLE"
2321,3,2321,7,"DISPONIBLE"
2322,4,2322,4,"AGOTADO"
2323,5,2323,1,"DISPONIBLE"
2324,6,2324,6,"AGOTADO"
2325,7,2325,2,"DISPONIBLE"
2326,8,2326,7,"DISPONIBLE"
2327,9,2327,4,"AGOTADO"
2328,10,2328,1,"DISPONIBLE"
2329,11,2329,6,"AGOTADO"
2330,12,2330,2,"DISPONIBLE"
2331,13,2331,7,"DISPONIBLE"
2332,14,2332,4,"AGOTADO"
2333,15,2333,1,"DISPONIBLE"
2334,16,2334,6,"AGOTADO"
2335,17,2335,2,"DISPONIBLE"
2336,18,2336,7,"DISPONIBLE"
2337,19,2337,4,"AGOTADO"
2338,20,2338,1,"DISPONIBLE"
2339,21,2339,6,"AGOTADO"
2340,22,2340,2,"DISPONIBLE"
2341,23,2341,7,"DISPONIBLE"
2342,24,2342,4,"AGOTADO"
2343,25,2343,1,"DISPONIBLE"
2344,26,2344,6,"AGOTADO"
2345,27,2345,2,"DISPONIBLE"
2346,28,2346,7,"DISPONIBLE"
2347,29,2347,4,"AGOTADO"
2348,30,2348,1,"DISPONIBLE"
2349,31,2349,6,"AGOTADO"
2350,32,2350,2,"DISPONIBLE"
2351,33,2351,7,"DISPONIBLE"
2352,34,2352,4,"AGOTADO"
2353,35,2353,1,"DISPONIBLE"
2354,36,2354,6,"AGOTADO"
2355,37,2355,2,"DISPONIBLE"
2356,38,2356,7,"DISPONIBLE"
2357,1,2357,4,"AGOTADO"
2358,2,2358,1,"DISPONIBLE"
2359,3,2359,6,"AGOTADO"
2360,4,2360,2,"DISPONIBLE"
2361,5,2361,7,"DISPONIBLE"
2362,6,2362,4,"AGOTADO"
2363,7,2363,1,"DISPONIBLE"
2364,8,2364,6,"AGOTADO"
2365,9,2365,2,"DISPONIBLE"
2366,10,2366,7,"DISPONIBLE"
2367,11,2367,4,"AGOTADO"
2368,12,2368,1,"DISPONIBLE"
2369,13,2369,6,"AGOTADO"
2370,14,2370,2,"DISPONIBLE"
2371,15,2371,7,"DISPONIBLE"
2372,16,2372,4,"AGOTADO"
2373,17,2373,1,"DISPONIBLE"
2374,18,2374,6,"AGOTADO"
2375,19,2375,2,"DISPONIBLE"
2376,20,2376,7,"DISPONIBLE"
2377,21,2377,4,"AGOTADO"
2378,22,2378,1,"DISPONIBLE"
2379,23,2379,6,"AGOTADO"
2380,24,2380,2,"DISPONIBLE"
2381,25,2381,7,"DISPONIBLE"
2382,26,2382,4,"AGOTADO"
2383,27,2383,1,"DISPONIBLE"
2384,28,2384,6,"AGOTADO"
2385,29,2385,2,"DISPONIBLE"
2386,30,2386,7,"DISPONIBLE"
2387,31,2387,4,"AGOTADO"
2388,32,2388,1,"DISPONIBLE"
2389,33,2389,6,"AGOTADO"
2390,34,2390,2,"DISPONIBLE"
2391,35,2391,7,"DISPONIBLE"
2392,36,2392,4,"AGOTADO"
2393,37,2393,1,"DISPONIBLE"
2394,38,2394,6,"AGOTADO"
2395,1,2395,2,"DISPONIBLE"
2396,2,2396,7,"DISPONIBLE"
2397,3,2397,4,"AGOTADO"
2398,4,2398,1,"DISPONIBLE"
2399,5,2399,6,"AGOTADO"
2400,6,2400,2,"DISPONIBLE"
2401,7,2401,7,"DISPONIBLE"
2402,8,2402,4,"AGOTADO"
2403,9,2403,1,"DISPONIBLE"
2404,10,2404,6,"AGOTADO"
2405,11,2405,2,"DISPONIBLE"
2406,12,2406,7,"DISPONIBLE"
2407,13,2407,4,"AGOTADO"
2408,14,2408,1,"DISPONIBLE"
2409,15,2409,6,"AGOTADO"
2410,16,2410,2,"DISPONIBLE"
2411,17,2411,7,"DISPONIBLE"
2412,18,2412,4,"AGOTADO"
2413,19,2413,1,"DISPONIBLE"
2414,20,2414,6,"AGOTADO"
2415,21,2415,2,"DISPONIBLE"
2416,22,2416,7,"DISPONIBLE"
2417,23,2417,4,"AGOTADO"
2418,24,2418,1,"DISPONIBLE"
2419,25,2419,6,"AGOTADO"
2420,26,2420,2,"DISPONIBLE"
2421,27,2421,7,"DISPONIBLE"
2422,28,2422,4,"AGOTADO"
2423,29,2423,1,"DISPONIBLE"
2424,30,2424,6,"AGOTADO"
2425,31,2425,2,"DISPONIBLE"
2426,32,2426,7,"DISPONIBLE"
2427,33,2427,4,"AGOTADO"
2428,34,2428,1,"DISPONIBLE"
2429,35,2429,6,"AGOTADO"
2430,36,2430,2,"DISPONIBLE"
2431,37,2431,7,"DISPONIBLE"
2432,38,2432,4,"AGOTADO"
2433,1,2433,1,"DISPONIBLE"
2434,2,2434,6,"AGOTADO"
2435,3,2435,2,"DISPONIBLE"
2436,4,2436,7,"DISPONIBLE"
2437,5,2437,4,"AGOTADO"
2438,6,2438,1,"DISPONIBLE"
2439,7,2439,6,"AGOTADO"
2440,8,2440,2,"DISPONIBLE"
2441,9,2441,7,"DISPONIBLE"
2442,10,2442,4,"AGOTADO"
2443,11,2443,1,"DISPONIBLE"
2444,12,2444,6,"AGOTADO"
2445,13,2445,2,"DISPONIBLE"
2446,14,2446,7,"DISPONIBLE"
2447,15,2447,4,"AGOTADO"
2448,16,2448,1,"DISPONIBLE"
2449,17,2449,6,"AGOTADO"
2450,18,2450,2,"DISPONIBLE"
2451,19,2451,7,"DISPONIBLE"
2452,20,2452,4,"AGOTADO"
2453,21,2453,1,"DISPONIBLE"
2454,22,2454,6,"AGOTADO"
2455,23,2455,2,"DISPONIBLE"
2456,24,2456,7,"DISPONIBLE"
2457,25,2457,4,"AGOTADO"
2458,26,2458,1,"DISPONIBLE"
2459,27,2459,6,"AGOTADO"
2460,28,2460,2,"DISPONIBLE"
2461,29,2461,7,"DISPONIBLE"
2462,30,2462,4,"AGOTADO"
2463,31,2463,1,"DISPONIBLE"
2464,32,2464,6,"AGOTADO"
2465,33,2465,2,"DISPONIBLE"
2466,34,2466,7,"DISPONIBLE"
2467,35,2467,4,"AGOTADO"
2468,36,2468,1,"DISPONIBLE"
2469,37,2469,6,"AGOTADO"
2470,38,2470,2,"DISPONIBLE"
2471,1,2471,7,"DISPONIBLE"
2472,2,2472,4,"AGOTADO"
2473,3,2473,1,"DISPONIBLE"
2474,4,2474,6,"AGOTADO"
2475,5,2475,2,"DISPONIBLE"
2476,6,2476,7,"DISPONIBLE"
2477,7,2477,4,"AGOTADO"
2478,8,2478,1,"DISPONIBLE"
2479,9,2479,6,"AGOTADO"
2480,10,2480,2,"DISPONIBLE"
2481,11,2481,7,"DISPONIBLE"
2482,12,2482,4,"AGOTADO"
2483,13,2483,1,"DISPONIBLE"
2484,14,2484,6,"AGOTADO"
2485,15,2485,2,"DISPONIBLE"
2486,16,2486,7,"DISPONIBLE"
2487,17,2487,4,"AGOTADO"
2488,18,2488,1,"DISPONIBLE"
2489,19,2489,6,"AGOTADO"
2490,20,2490,2,"DISPONIBLE"
2491,21,2491,7,"DISPONIBLE"
2492,22,2492,4,"AGOTADO"
2493,23,2493,1,"DISPONIBLE"
2494,24,2494,6,"AGOTADO"
2495,25,2495,2,"DISPONIBLE"
2496,26,2496,7,"DISPONIBLE"
2497,27,2497,4,"AGOTADO"
2498,28,2498,1,"DISPONIBLE"
2499,29,2499,6,"AGOTADO"
2500,30,2500,2,"DISPONIBLE"
2501,31,2501,7,"DISPONIBLE"
2502,32,2502,4,"AGOTADO"
2503,33,2503,1,"DISPONIBLE"
2504,34,2504,6,"AGOTADO"
2505,35,2505,2,"DISPONIBLE"
2506,36,2506,7,"DISPONIBLE"
2507,37,2507,4,"AGOTADO"
2508,38,2508,1,"DISPONIBLE"
2509,1,2509,6,"AGOTADO"
2510,2,2510,2,"DISPONIBLE"
2511,3,2511,7,"DISPONIBLE"
2512,4,2512,4,"AGOTADO"
2513,5,2513,1,"DISPONIBLE"
2514,6,2514,6,"AGOTADO"
2515,7,2515,2,"DISPONIBLE"
2516,8,2516,7,"DISPONIBLE"
2517,9,2517,4,"AGOTADO"
2518,10,2518,1,"DISPONIBLE"
2519,11,2519,6,"AGOTADO"
2520,12,2520,2,"DISPONIBLE"
2521,13,2521,7,"DISPONIBLE"
2522,14,2522,4,"AGOTADO"
2523,15,2523,1,"DISPONIBLE"
2524,16,2524,6,"AGOTADO"
2525,17,2525,2,"DISPONIBLE"
2526,18,2526,7,"DISPONIBLE"
2527,19,2527,4,"AGOTADO"
2528,20,2528,1,"DISPONIBLE"
2529,21,2529,6,"AGOTADO"
2530,22,2530,2,"DISPONIBLE"
2531,23,2531,7,"DISPONIBLE"
2532,24,2532,4,"AGOTADO"
2533,25,2533,1,"DISPONIBLE"
2534,26,2534,6,"AGOTADO"
2535,27,2535,2,"DISPONIBLE"
2536,28,2536,7,"DISPONIBLE"
2537,29,2537,4,"AGOTADO"
2538,30,2538,1,"DISPONIBLE"
2539,31,2539,6,"AGOTADO"
2540,32,2540,2,"DISPONIBLE"
2541,33,2541,7,"DISPONIBLE"
2542,34,2542,4,"AGOTADO"
2543,35,2543,1,"DISPONIBLE"
2544,36,2544,6,"AGOTADO"
2545,37,2545,2,"DISPONIBLE"
2546,38,2546,7,"DISPONIBLE"
2547,1,2547,4,"AGOTADO"
2548,2,2548,1,"DISPONIBLE"
2549,3,2549,6,"AGOTADO"
2550,4,2550,2,"DISPONIBLE"
2551,5,2551,7,"DISPONIBLE"
2552,6,2552,4,"AGOTADO"
2553,7,2553,1,"DISPONIBLE"
2554,8,2554,6,"AGOTADO"
2555,9,2555,2,"DISPONIBLE"
2556,10,2556,7,"DISPONIBLE"
2557,11,2557,4,"AGOTADO"
2558,12,2558,1,"DISPONIBLE"
2559,13,2559,6,"AGOTADO"
2560,14,2560,2,"DISPONIBLE"
2561,15,2561,7,"DISPONIBLE"
2562,16,2562,4,"AGOTADO"
2563,17,2563,1,"DISPONIBLE"
2564,18,2564,6,"AGOTADO"
2565,19,2565,2,"DISPONIBLE"
2566,20,2566,7,"DISPONIBLE"
2567,21,2567,4,"AGOTADO"
2568,22,2568,1,"DISPONIBLE"
2569,23,2569,6,"AGOTADO"
2570,24,2570,2,"DISPONIBLE"
2571,25,2571,7,"DISPONIBLE"
2572,26,2572,4,"AGOTADO"
2573,27,2573,1,"DISPONIBLE"
2574,28,2574,6,"AGOTADO"
2575,29,2575,2,"DISPONIBLE"
2576,30,2576,7,"DISPONIBLE"
2577,31,2577,4,"AGOTADO"
2578,32,2578,1,"DISPONIBLE"
2579,33,2579,6,"AGOTADO"
2580,34,2580,2,"DISPONIBLE"
2581,35,2581,7,"DISPONIBLE"
2582,36,2582,4,"AGOTADO"
2583,37,2583,1,"DISPONIBLE"
2584,38,2584,6,"AGOTADO"
2585,1,2585,2,"DISPONIBLE"
2586,2,2586,7,"DISPONIBLE"
2587,3,2587,4,"AGOTADO"
2588,4,2588,1,"DISPONIBLE"
2589,5,2589,6,"AGOTADO"
2590,6,2590,2,"DISPONIBLE"
2591,7,2591,7,"DISPONIBLE"
2592,8,2592,4,"AGOTADO"
2593,9,2593,1,"DISPONIBLE"
2594,10,2594,6,"AGOTADO"
2595,11,2595,2,"DISPONIBLE"
2596,12,2596,7,"DISPONIBLE"
2597,13,2597,4,"AGOTADO"
2598,14,2598,1,"DISPONIBLE"
2599,15,2599,6,"AGOTADO"
2600,16,2600,2,"DISPONIBLE"
2601,17,2601,7,"DISPONIBLE"
2602,18,2602,4,"AGOTADO"
2603,19,2603,1,"DISPONIBLE"
2604,20,2604,6,"AGOTADO"
2605,21,2605,2,"DISPONIBLE"
2606,22,2606,7,"DISPONIBLE"
2607,23,2607,4,"AGOTADO"
2608,24,2608,1,"DISPONIBLE"
2609,25,2609,6,"AGOTADO"
2610,26,2610,2,"DISPONIBLE"
2611,27,2611,7,"DISPONIBLE"
2612,28,2612,4,"AGOTADO"
2613,29,2613,1,"DISPONIBLE"
2614,30,2614,6,"AGOTADO"
2615,31,2615,2,"DISPONIBLE"
2616,32,2616,7,"DISPONIBLE"
2617,33,2617,4,"AGOTADO"
2618,34,2618,1,"DISPONIBLE"
2619,35,2619,6,"AGOTADO"
2620,36,2620,2,"DISPONIBLE"
2621,37,2621,7,"DISPONIBLE"
2622,38,2622,4,"AGOTADO"
2623,1,2623,1,"DISPONIBLE"
2624,2,2624,6,"AGOTADO"
2625,3,2625,2,"DISPONIBLE"
2626,4,2626,7,"DISPONIBLE"
2627,5,2627,4,"AGOTADO"
2628,6,2628,1,"DISPONIBLE"
2629,7,2629,6,"AGOTADO"
2630,8,2630,2,"DISPONIBLE"
2631,9,2631,7,"DISPONIBLE"
2632,10,2632,4,"AGOTADO"
2633,11,2633,1,"DISPONIBLE"
2634,12,2634,6,"AGOTADO"
2635,13,2635,2,"DISPONIBLE"
2636,14,2636,7,"DISPONIBLE"
2637,15,2637,4,"AGOTADO"
2638,16,2638,1,"DISPONIBLE"
2639,17,2639,6,"AGOTADO"
2640,18,2640,2,"DISPONIBLE"
2641,19,2641,7,"DISPONIBLE"
2642,20,2642,4,"AGOTADO"
2643,21,2643,1,"DISPONIBLE"
2644,22,2644,6,"AGOTADO"
2645,23,2645,2,"DISPONIBLE"
2646,24,2646,7,"DISPONIBLE"
2647,25,2647,4,"AGOTADO"
2648,26,2648,1,"DISPONIBLE"
2649,27,2649,6,"AGOTADO"
2650,28,2650,2,"DISPONIBLE"
2651,29,2651,7,"DISPONIBLE"
2652,30,2652,4,"AGOTADO"
2653,31,2653,1,"DISPONIBLE"
2654,32,2654,6,"AGOTADO"
2655,33,2655,2,"DISPONIBLE"
2656,34,2656,7,"DISPONIBLE"
2657,35,2657,4,"AGOTADO"
2658,36,2658,1,"DISPONIBLE"
2659,37,2659,6,"AGOTADO"
2660,38,2660,2,"DISPONIBLE"
2661,1,2661,7,"DISPONIBLE"
2662,2,2662,4,"AGOTADO"
2663,3,2663,1,"DISPONIBLE"
2664,4,2664,6,"AGOTADO"
2665,5,2665,2,"DISPONIBLE"
2666,6,2666,7,"DISPONIBLE"
2667,7,2667,4,"AGOTADO"
2668,8,2668,1,"DISPONIBLE"
2669,9,2669,6,"AGOTADO"
2670,10,2670,2,"DISPONIBLE"
2671,11,2671,7,"DISPONIBLE"
2672,12,2672,4,"AGOTADO"
2673,13,2673,1,"DISPONIBLE"
2674,14,2674,6,"AGOTADO"
2675,15,2675,2,"DISPONIBLE"
2676,16,2676,7,"DISPONIBLE"
2677,17,2677,4,"AGOTADO"
2678,18,2678,1,"DISPONIBLE"
2679,19,2679,6,"AGOTADO"
2680,20,2680,2,"DISPONIBLE"
2681,21,2681,7,"DISPONIBLE"
2682,22,2682,4,"AGOTADO"
2683,23,2683,1,"DISPONIBLE"
2684,24,2684,6,"AGOTADO"
2685,25,2685,2,"DISPONIBLE"
2686,26,2686,7,"DISPONIBLE"
2687,27,2687,4,"AGOTADO"
2688,28,2688,1,"DISPONIBLE"
2689,29,2689,6,"AGOTADO"
2690,30,2690,2,"DISPONIBLE"
2691,31,2691,7,"DISPONIBLE"
2692,32,2692,4,"AGOTADO"
2693,33,2693,1,"DISPONIBLE"
2694,34,2694,6,"AGOTADO"
2695,35,2695,2,"DISPONIBLE"
2696,36,2696,7,"DISPONIBLE"
2697,37,2697,4,"AGOTADO"
2698,38,2698,1,"DISPONIBLE"
2699,1,2699,6,"AGOTADO"
2700,2,2700,2,"DISPONIBLE"
2701,3,2701,7,"DISPONIBLE"
2702,4,2702,4,"AGOTADO"
2703,5,2703,1,"DISPONIBLE"
2704,6,2704,6,"AGOTADO"
2705,7,2705,2,"DISPONIBLE"
2706,8,2706,7,"DISPONIBLE"
2707,9,2707,4,"AGOTADO"
2708,10,2708,1,"DISPONIBLE"
2709,11,2709,6,"AGOTADO"
2710,12,2710,2,"DISPONIBLE"
2711,13,2711,7,"DISPONIBLE"
2712,14,2712,4,"AGOTADO"
2713,15,2713,1,"DISPONIBLE"
2714,16,2714,6,"AGOTADO"
2715,17,2715,2,"DISPONIBLE"
2716,18,2716,7,"DISPONIBLE"
2717,19,2717,4,"AGOTADO"
2718,20,2718,1,"DISPONIBLE"
2719,21,2719,6,"AGOTADO"
2720,22,2720,2,"DISPONIBLE"
2721,23,2721,7,"DISPONIBLE"
2722,24,2722,4,"AGOTADO"
2723,25,2723,1,"DISPONIBLE"
2724,26,2724,6,"AGOTADO"
2725,27,2725,2,"DISPONIBLE"
2726,28,2726,7,"DISPONIBLE"
2727,29,2727,4,"AGOTADO"
2728,30,2728,1,"DISPONIBLE"
2729,31,2729,6,"AGOTADO"
2730,32,2730,2,"DISPONIBLE"
2731,33,2731,7,"DISPONIBLE"
2732,34,2732,4,"AGOTADO"
2733,35,2733,1,"DISPONIBLE"
2734,36,2734,6,"AGOTADO"
2735,37,2735,2,"DISPONIBLE"
2736,38,2736,7,"DISPONIBLE"
2737,1,2737,4,"AGOTADO"
2738,2,2738,1,"DISPONIBLE"
2739,3,2739,6,"AGOTADO"
2740,4,2740,2,"DISPONIBLE"
2741,5,2741,7,"DISPONIBLE"
2742,6,2742,4,"AGOTADO"
2743,7,2743,1,"DISPONIBLE"
2744,8,2744,6,"AGOTADO"
2745,9,2745,2,"DISPONIBLE"
2746,10,2746,7,"DISPONIBLE"
2747,11,2747,4,"AGOTADO"
2748,12,2748,1,"DISPONIBLE"
2749,13,2749,6,"AGOTADO"
2750,14,2750,2,"DISPONIBLE"
2751,15,2751,7,"DISPONIBLE"
2752,16,2752,4,"AGOTADO"
2753,17,2753,1,"DISPONIBLE"
2754,18,2754,6,"AGOTADO"
2755,19,2755,2,"DISPONIBLE"
2756,20,2756,7,"DISPONIBLE"
2757,21,2757,4,"AGOTADO"
2758,22,2758,1,"DISPONIBLE"
2759,23,2759,6,"AGOTADO"
2760,24,2760,2,"DISPONIBLE"
2761,25,2761,7,"DISPONIBLE"
2762,26,2762,4,"AGOTADO"
2763,27,2763,1,"DISPONIBLE"
2764,28,2764,6,"AGOTADO"
2765,29,2765,2,"DISPONIBLE"
2766,30,2766,7,"DISPONIBLE"
2767,31,2767,4,"AGOTADO"
2768,32,2768,1,"DISPONIBLE"
2769,33,2769,6,"AGOTADO"
2770,34,2770,2,"DISPONIBLE"
2771,35,2771,7,"DISPONIBLE"
2772,36,2772,4,"AGOTADO"
2773,37,2773,1,"DISPONIBLE"
2774,38,2774,6,"AGOTADO"
2775,1,2775,2,"DISPONIBLE"
2776,2,2776,7,"DISPONIBLE"
2777,3,2777,4,"AGOTADO"
2778,4,2778,1,"DISPONIBLE"
2779,5,2779,6,"AGOTADO"
2780,6,2780,2,"DISPONIBLE"
2781,7,2781,7,"DISPONIBLE"
2782,8,2782,4,"AGOTADO"
2783,9,2783,1,"DISPONIBLE"
2784,10,2784,6,"AGOTADO"
2785,11,2785,2,"DISPONIBLE"
2786,12,2786,7,"DISPONIBLE"
2787,13,2787,4,"AGOTADO"
2788,14,2788,1,"DISPONIBLE"
2789,15,2789,6,"AGOTADO"
2790,16,2790,2,"DISPONIBLE"
2791,17,2791,7,"DISPONIBLE"
2792,18,2792,4,"AGOTADO"
2793,19,2793,1,"DISPONIBLE"
2794,20,2794,6,"AGOTADO"
2795,21,2795,2,"DISPONIBLE"
2796,22,2796,7,"DISPONIBLE"
2797,23,2797,4,"AGOTADO"
2798,24,2798,1,"DISPONIBLE"
2799,25,2799,6,"AGOTADO"
2800,26,2800,2,"DISPONIBLE"
2801,27,2801,7,"DISPONIBLE"
2802,28,2802,4,"AGOTADO"
2803,29,2803,1,"DISPONIBLE"
2804,30,2804,6,"AGOTADO"
2805,31,2805,2,"DISPONIBLE"
2806,32,2806,7,"DISPONIBLE"
2807,33,2807,4,"AGOTADO"
2808,34,2808,1,"DISPONIBLE"
2809,35,2809,6,"AGOTADO"
2810,36,2810,2,"DISPONIBLE"
2811,37,2811,7,"DISPONIBLE"
2812,38,2812,4,"AGOTADO"
2813,1,2813,1,"DISPONIBLE"
2814,2,2814,6,"AGOTADO"
2815,3,2815,2,"DISPONIBLE"
2816,4,2816,7,"DISPONIBLE"
2817,5,2817,4,"AGOTADO"
2818,6,2818,1,"DISPONIBLE"
2819,7,2819,6,"AGOTADO"
2820,8,2820,2,"DISPONIBLE"
2821,9,2821,7,"DISPONIBLE"
2822,10,2822,4,"AGOTADO"
2823,11,2823,1,"DISPONIBLE"
2824,12,2824,6,"AGOTADO"
2825,13,2825,2,"DISPONIBLE"
2826,14,2826,2,"DISPONIBLE"
2827,15,2827,7,"AGOTADO"
2828,16,2828,4,"DISPONIBLE"
2829,17,2829,1,"AGOTADO"
2830,18,2830,6,"DISPONIBLE"
2831,19,2831,2,"DISPONIBLE"
2832,20,2832,7,"AGOTADO"
2833,21,2833,4,"DISPONIBLE"
2834,22,2834,1,"AGOTADO"
2835,23,2835,6,"DISPONIBLE"
2836,24,2836,2,"DISPONIBLE"
2837,25,2837,7,"AGOTADO"
2838,26,2838,4,"DISPONIBLE"
2839,27,2839,1,"AGOTADO"
2840,28,2840,6,"DISPONIBLE"
2841,29,2841,2,"DISPONIBLE"
2842,30,2842,7,"AGOTADO"
2843,31,2843,4,"DISPONIBLE"
2844,32,2844,1,"AGOTADO"
2845,33,2845,6,"DISPONIBLE"
2846,34,2846,2,"DISPONIBLE"
2847,35,2847,7,"AGOTADO"
2848,36,2848,4,"DISPONIBLE"
2849,37,2849,1,"AGOTADO"
2850,38,2850,6,"DISPONIBLE"
2851,1,2851,2,"DISPONIBLE"
2852,2,2852,7,"AGOTADO"
2853,3,2853,4,"DISPONIBLE"
2854,4,2854,1,"AGOTADO"
2855,5,2855,6,"DISPONIBLE"
2856,6,2856,2,"DISPONIBLE"
2857,7,2857,7,"AGOTADO"
