"IDCARRITO","IDPRODUCTO","ESTADOCOMPRA","CANTIDAD"
3294,1,"pendiente",1
3295,6,"cancelado",6
3296,2,"cancelado",2
3297,7,"pendiente",7
3298,4,"cancelado",4
3299,1,"pendiente",1
3300,6,"cancelado",6
3301,2,"cancelado",2
3302,7,"pendiente",7
3303,4,"cancelado",4
3304,1,"pendiente",1
3305,6,"cancelado",6
3306,2,"cancelado",2
3307,7,"pendiente",7
3308,4,"cancelado",4
3309,1,"pendiente",1
3310,6,"cancelado",6
3311,2,"cancelado",2
3312,7,"pendiente",7
3313,4,"cancelado",4
3314,1,"pendiente",1
3315,6,"cancelado",6
3316,2,"cancelado",2
3317,7,"pendiente",7
3318,4,"cancelado",4
3319,1,"pendiente",1
3320,6,"cancelado",6
3321,2,"cancelado",2
3322,7,"pendiente",7
3323,4,"cancelado",4
3324,1,"pendiente",1
3325,6,"cancelado",6
3326,2,"cancelado",2
3327,7,"pendiente",7
3328,4,"cancelado",4
3329,1,"pendiente",1
3330,6,"cancelado",6
3331,2,"cancelado",2
3332,7,"pendiente",7
3333,4,"cancelado",4
3334,1,"pendiente",1
3335,6,"cancelado",6
3336,2,"cancelado",2
3337,7,"pendiente",7
3338,4,"cancelado",4
3339,1,"pendiente",1
3340,6,"cancelado",6
3341,2,"cancelado",2
3342,7,"pendiente",7
3343,4,"cancelado",4
3344,1,"pendiente",1
3345,6,"cancelado",6
3346,2,"cancelado",2
3347,7,"pendiente",7
3348,4,"cancelado",4
3349,1,"pendiente",1
3350,6,"cancelado",6
3351,2,"cancelado",2
3352,7,"pendiente",7
3353,4,"cancelado",4
3354,1,"pendiente",1
3355,6,"cancelado",6
3356,2,"cancelado",2
3357,7,"pendiente",7
3358,4,"cancelado",4
3359,1,"pendiente",1
3360,6,"cancelado",6
3361,2,"cancelado",2
3362,7,"pendiente",7
3363,4,"cancelado",4
3364,1,"pendiente",1
3365,6,"cancelado",6
3366,2,"cancelado",2
3367,7,"pendiente",7
3368,4,"cancelado",4
3369,1,"pendiente",1
3370,6,"cancelado",6
3371,2,"cancelado",2
3372,7,"pendiente",7
3373,4,"cancelado",4
3374,1,"pendiente",1
3375,6,"cancelado",6
3376,2,"cancelado",2
3377,7,"pendiente",7
3378,4,"cancelado",4
3379,1,"pendiente",1
3380,6,"cancelado",6
3381,2,"cancelado",2
3382,7,"pendiente",7
3383,4,"cancelado",4
3384,1,"pendiente",1
3385,6,"cancelado",6
3386,2,"cancelado",2
3387,7,"pendiente",7
3388,4,"cancelado",4
3389,1,"pendiente",1
3390,6,"cancelado",6
3391,2,"cancelado",2
3392,7,"pendiente",7
3393,4,"cancelado",4
3394,1,"pendiente",1
3395,6,"cancelado",6
3396,2,"cancelado",2
3397,7,"pendiente",7
3398,4,"cancelado",4
3399,1,"pendiente",1
3400,6,"cancelado",6
3401,2,"cancelado",2
3402,7,"pendiente",7
3403,4,"cancelado",4
3404,1,"pendiente",1
3405,6,"cancelado",6
3406,2,"cancelado",2
3407,7,"pendiente",7
3408,4,"cancelado",4
3409,1,"pendiente",1
3410,6,"cancelado",6
3411,2,"cancelado",2
3412,7,"pendiente",7
3413,4,"cancelado",4
3414,1,"pendiente",1
3415,6,"cancelado",6
3416,2,"cancelado",2
3417,7,"pendiente",7
3418,4,"cancelado",4
3419,1,"pendiente",1
3420,6,"cancelado",6
3421,2,"cancelado",2
3422,7,"pendiente",7
3423,4,"cancelado",4
3424,1,"pendiente",1
3425,6,"cancelado",6
3426,2,"cancelado",2
3427,7,"pendiente",7
3428,4,"cancelado",4
3429,1,"pendiente",1
3430,6,"cancelado",6
3431,2,"cancelado",2
3432,7,"pendiente",7
3433,4,"cancelado",4
3434,1,"pendiente",1
3435,6,"cancelado",6
3436,2,"cancelado",2
3437,7,"pendiente",7
3438,4,"cancelado",4
3439,1,"pendiente",1
3440,6,"cancelado",6
3441,2,"cancelado",2
3442,7,"pendiente",7
3443,4,"cancelado",4
3444,1,"pendiente",1
3445,6,"cancelado",6
3446,2,"cancelado",2
3447,7,"pendiente",7
3448,4,"cancelado",4
3449,1,"pendiente",1
3450,6,"cancelado",6
3451,2,"cancelado",2
3452,7,"pendiente",7
3453,4,"cancelado",4
3454,1,"pendiente",1
3455,6,"cancelado",6
3456,2,"cancelado",2
3457,7,"pendiente",7
3458,4,"cancelado",4
3459,1,"pendiente",1
3460,6,"cancelado",6
3461,2,"cancelado",2
3462,7,"pendiente",7
3463,4,"cancelado",4
3464,1,"pendiente",1
3465,6,"cancelado",6
3466,2,"cancelado",2
3467,7,"pendiente",7
3468,4,"cancelado",4
3469,1,"pendiente",1
3470,6,"cancelado",6
3471,2,"cancelado",2
3472,7,"pendiente",7
3473,4,"cancelado",4
3474,1,"pendiente",1
3475,6,"cancelado",6
3476,2,"cancelado",2
3477,7,"pendiente",7
3478,4,"cancelado",4
3479,1,"pendiente",1
3480,6,"cancelado",6
3481,2,"cancelado",2
3482,7,"pendiente",7
3483,4,"cancelado",4
3484,1,"pendiente",1
3485,6,"cancelado",6
3486,2,"cancelado",2
3487,7,"pendiente",7
3488,4,"cancelado",4
3489,1,"pendiente",1
3490,6,"cancelado",6
3491,2,"cancelado",2
3492,7,"pendiente",7
3493,4,"cancelado",4
3494,1,"pendiente",1
3495,6,"cancelado",6
3496,2,"cancelado",2
3497,7,"pendiente",7
3498,4,"cancelado",4
3499,1,"pendiente",1
3500,6,"cancelado",6
3501,2,"cancelado",2
3502,7,"pendiente",7
3503,4,"cancelado",4
3504,1,"pendiente",1
3505,6,"cancelado",6
3506,2,"cancelado",2
3507,7,"pendiente",7
3508,4,"cancelado",4
3509,1,"pendiente",1
3510,6,"cancelado",6
3511,2,"cancelado",2
3512,7,"pendiente",7
3513,4,"cancelado",4
3514,1,"pendiente",1
3515,6,"cancelado",6
3516,2,"cancelado",2
3517,7,"pendiente",7
3518,4,"cancelado",4
3519,1,"pendiente",1
3520,6,"cancelado",6
3521,2,"cancelado",2
3522,7,"pendiente",7
3523,4,"cancelado",4
3524,1,"pendiente",1
3525,6,"cancelado",6
3526,2,"cancelado",2
3527,7,"pendiente",7
3528,4,"cancelado",4
3529,1,"pendiente",1
3530,6,"cancelado",6
3531,2,"cancelado",2
3532,7,"pendiente",7
3533,4,"cancelado",4
3534,1,"pendiente",1
3535,6,"cancelado",6
3536,2,"cancelado",2
3537,7,"pendiente",7
3538,4,"cancelado",4
3539,1,"pendiente",1
3540,6,"cancelado",6
3541,2,"cancelado",2
3542,7,"pendiente",7
3543,4,"cancelado",4
3544,1,"pendiente",1
3545,6,"cancelado",6
3546,2,"cancelado",2
3547,7,"pendiente",7
3548,4,"cancelado",4
3549,1,"pendiente",1
3550,6,"cancelado",6
3551,2,"cancelado",2
3552,7,"pendiente",7
3553,4,"cancelado",4
3554,1,"pendiente",1
3555,6,"cancelado",6
3556,2,"cancelado",2
3557,7,"pendiente",7
3558,4,"cancelado",4
3559,1,"pendiente",1
3560,6,"cancelado",6
3561,2,"cancelado",2
3562,7,"pendiente",7
3563,4,"cancelado",4
3564,1,"pendiente",1
3565,6,"cancelado",6
3566,2,"cancelado",2
3567,7,"pendiente",7
3568,4,"cancelado",4
3569,1,"pendiente",1
3570,6,"cancelado",6
3571,2,"cancelado",2
3572,7,"pendiente",7
3573,4,"cancelado",4
3574,1,"pendiente",1
3575,6,"cancelado",6
3576,2,"cancelado",2
3577,7,"pendiente",7
3578,4,"cancelado",4
3579,1,"pendiente",1
3580,6,"cancelado",6
3581,2,"cancelado",2
3582,7,"pendiente",7
3583,4,"cancelado",4
3584,1,"pendiente",1
3585,6,"cancelado",6
3586,2,"cancelado",2
3587,7,"pendiente",7
3588,4,"cancelado",4
3589,1,"pendiente",1
3590,6,"cancelado",6
3591,2,"cancelado",2
3592,7,"pendiente",7
3593,4,"cancelado",4
3594,1,"pendiente",1
3595,6,"cancelado",6
3596,2,"cancelado",2
3597,7,"pendiente",7
3598,4,"cancelado",4
3599,1,"pendiente",1
3600,6,"cancelado",6
3601,2,"cancelado",2
3602,7,"pendiente",7
3603,4,"cancelado",4
3604,1,"pendiente",1
3605,6,"cancelado",6
3606,2,"cancelado",2
3607,7,"pendiente",7
3608,4,"cancelado",4
3609,1,"pendiente",1
3610,6,"cancelado",6
3611,2,"cancelado",2
3612,7,"pendiente",7
3613,4,"cancelado",4
3614,1,"pendiente",1
3615,6,"cancelado",6
3616,2,"cancelado",2
3617,7,"pendiente",7
3618,4,"cancelado",4
3619,1,"pendiente",1
3620,6,"cancelado",6
3621,2,"cancelado",2
3622,7,"pendiente",7
3623,4,"cancelado",4
3624,1,"pendiente",1
3625,6,"cancelado",6
3626,2,"cancelado",2
3627,7,"pendiente",7
3628,4,"cancelado",4
3629,1,"pendiente",1
3630,6,"cancelado",6
3631,2,"cancelado",2
3632,7,"pendiente",7
3633,4,"cancelado",4
3634,1,"pendiente",1
3635,6,"cancelado",6
3636,2,"cancelado",2
3637,7,"pendiente",7
3638,4,"cancelado",4
3639,1,"pendiente",1
3640,6,"cancelado",6
3641,2,"cancelado",2
3642,7,"pendiente",7
3643,4,"cancelado",4
3644,1,"pendiente",1
3645,6,"cancelado",6
3646,2,"cancelado",2
3647,7,"pendiente",7
3648,4,"cancelado",4
3649,1,"pendiente",1
3650,6,"cancelado",6
3651,2,"cancelado",2
3652,7,"pendiente",7
3653,4,"cancelado",4
3654,1,"pendiente",1
3655,6,"cancelado",6
3656,2,"cancelado",2
3657,7,"pendiente",7
3658,4,"cancelado",4
3659,1,"pendiente",1
3660,6,"cancelado",6
3661,2,"cancelado",2
3662,7,"pendiente",7
3663,4,"cancelado",4
3664,1,"pendiente",1
3665,6,"cancelado",6
3666,2,"cancelado",2
3667,7,"pendiente",7
3668,4,"cancelado",4
3669,1,"pendiente",1
3670,6,"cancelado",6
3671,2,"cancelado",2
3672,7,"pendiente",7
3673,4,"cancelado",4
3674,1,"pendiente",1
3675,6,"cancelado",6
3676,2,"cancelado",2
3677,7,"pendiente",7
3678,4,"cancelado",4
3679,1,"pendiente",1
3680,6,"cancelado",6
3681,2,"cancelado",2
3682,7,"pendiente",7
3683,4,"cancelado",4
3684,1,"pendiente",1
3685,6,"cancelado",6
3686,2,"cancelado",2
3687,7,"pendiente",7
3688,4,"cancelado",4
3689,1,"pendiente",1
3690,6,"cancelado",6
3691,2,"cancelado",2
3692,7,"pendiente",7
3693,4,"cancelado",4
3694,1,"pendiente",1
3695,6,"cancelado",6
3696,2,"cancelado",2
3697,7,"pendiente",7
3698,4,"cancelado",4
3699,1,"pendiente",1
3700,6,"cancelado",6
3701,2,"cancelado",2
3702,7,"pendiente",7
3703,4,"cancelado",4
3704,1,"pendiente",1
3705,6,"cancelado",6
3706,2,"cancelado",2
3707,7,"pendiente",7
3708,4,"cancelado",4
3709,1,"pendiente",1
3710,6,"cancelado",6
3711,2,"cancelado",2
3712,7,"pendiente",7
3713,4,"cancelado",4
3714,1,"pendiente",1
3715,6,"cancelado",6
3716,2,"cancelado",2
3717,7,"pendiente",7
3718,4,"cancelado",4
3719,1,"pendiente",1
3720,6,"cancelado",6
3721,2,"cancelado",2
3722,7,"pendiente",7
3723,4,"cancelado",4
3724,1,"pendiente",1
3725,6,"cancelado",6
3726,2,"cancelado",2
3727,7,"pendiente",7
3728,4,"cancelado",4
3729,1,"pendiente",1
3730,6,"cancelado",6
3731,2,"cancelado",2
3732,7,"pendiente",7
3733,4,"cancelado",4
3734,1,"pendiente",1
3735,6,"cancelado",6
3736,2,"cancelado",2
3737,7,"pendiente",7
3738,4,"cancelado",4
3739,1,"pendiente",1
3740,6,"cancelado",6
3741,2,"cancelado",2
3742,7,"pendiente",7
3743,4,"cancelado",4
3744,1,"pendiente",1
3745,6,"cancelado",6
3746,2,"cancelado",2
3747,7,"pendiente",7
3748,4,"cancelado",4
3749,1,"pendiente",1
3750,6,"cancelado",6
3751,2,"cancelado",2
3752,7,"pendiente",7
3753,4,"cancelado",4
3754,1,"pendiente",1
3755,6,"cancelado",6
3756,2,"cancelado",2
3757,7,"pendiente",7
3758,4,"cancelado",4
3759,1,"pendiente",1
3760,6,"cancelado",6
3761,2,"cancelado",2
3762,7,"pendiente",7
3763,4,"cancelado",4
3764,1,"pendiente",1
3765,6,"cancelado",6
3766,2,"cancelado",2
3767,7,"pendiente",7
3768,4,"cancelado",4
3769,1,"pendiente",1
3770,6,"cancelado",6
3771,2,"cancelado",2
3772,7,"pendiente",7
3773,4,"cancelado",4
3774,1,"pendiente",1
3775,6,"cancelado",6
3776,2,"cancelado",2
3777,7,"pendiente",7
3778,4,"cancelado",4
3779,1,"pendiente",1
3780,6,"cancelado",6
3781,2,"cancelado",2
3782,7,"pendiente",7
3783,4,"cancelado",4
3784,1,"pendiente",1
3785,6,"cancelado",6
3786,2,"cancelado",2
3787,7,"pendiente",7
3788,4,"cancelado",4
3789,1,"pendiente",1
3790,6,"cancelado",6
3791,2,"cancelado",2
3792,7,"pendiente",7
3793,4,"cancelado",4
3794,1,"pendiente",1
3795,6,"cancelado",6
3796,2,"cancelado",2
3797,7,"pendiente",7
3798,4,"cancelado",4
3799,1,"pendiente",1
3800,6,"cancelado",6
3801,2,"cancelado",2
3802,7,"pendiente",7
3803,4,"cancelado",4
3804,1,"pendiente",1
3805,6,"cancelado",6
3806,2,"cancelado",2
3807,7,"pendiente",7
3808,4,"cancelado",4
3809,1,"pendiente",1
3810,6,"cancelado",6
3811,2,"cancelado",2
3812,7,"pendiente",7
3813,4,"cancelado",4
3814,1,"pendiente",1
3815,6,"cancelado",6
3816,2,"cancelado",2
3817,7,"pendiente",7
3818,4,"cancelado",4
3819,1,"pendiente",1
3820,6,"cancelado",6
3821,2,"cancelado",2
3822,7,"pendiente",7
3823,4,"cancelado",4
3824,1,"pendiente",1
3825,6,"cancelado",6
3826,2,"cancelado",2
3827,7,"pendiente",7
3828,4,"cancelado",4
3829,1,"pendiente",1
3830,6,"cancelado",6
3831,2,"cancelado",2
3832,7,"pendiente",7
3833,4,"cancelado",4
3834,1,"pendiente",1
3835,6,"cancelado",6
3836,2,"cancelado",2
3837,7,"pendiente",7
3838,4,"cancelado",4
3839,1,"pendiente",1
3840,6,"cancelado",6
3841,2,"cancelado",2
3842,7,"pendiente",7
3843,4,"cancelado",4
3844,1,"pendiente",1
3845,6,"cancelado",6
3846,2,"cancelado",2
3847,7,"pendiente",7
3848,4,"cancelado",4
3849,1,"pendiente",1
3850,6,"cancelado",6
3851,2,"cancelado",2
3852,7,"pendiente",7
3853,4,"cancelado",4
3854,1,"pendiente",1
3855,6,"cancelado",6
3856,2,"cancelado",2
3857,7,"pendiente",7
3858,4,"cancelado",4
3859,1,"pendiente",1
3860,6,"cancelado",6
3861,2,"cancelado",2
3862,7,"pendiente",7
3863,4,"cancelado",4
3864,1,"pendiente",1
3865,6,"cancelado",6
3866,2,"cancelado",2
3867,7,"pendiente",7
3868,4,"cancelado",4
3869,1,"pendiente",1
3870,6,"cancelado",6
3871,2,"cancelado",2
3872,7,"pendiente",7
3873,4,"cancelado",4
3874,1,"pendiente",1
3875,6,"cancelado",6
3876,2,"cancelado",2
3877,7,"pendiente",7
3878,4,"cancelado",4
3879,1,"pendiente",1
3880,6,"cancelado",6
3881,2,"cancelado",2
3882,7,"pendiente",7
3883,4,"cancelado",4
3884,1,"pendiente",1
3885,6,"cancelado",6
3886,2,"cancelado",2
3887,7,"pendiente",7
3888,4,"cancelado",4
3889,1,"pendiente",1
3890,6,"cancelado",6
3891,2,"cancelado",2
3892,7,"pendiente",7
3893,4,"cancelado",4
3894,1,"pendiente",1
3895,6,"cancelado",6
3896,2,"cancelado",2
3897,7,"pendiente",7
3898,4,"cancelado",4
3899,1,"pendiente",1
3900,6,"cancelado",6
3901,2,"cancelado",2
3902,7,"pendiente",7
3903,4,"cancelado",4
3904,1,"pendiente",1
3905,6,"cancelado",6
3906,2,"cancelado",2
3907,7,"pendiente",7
3908,4,"cancelado",4
3909,1,"pendiente",1
3910,6,"cancelado",6
3911,2,"cancelado",2
3912,7,"pendiente",7
3913,4,"cancelado",4
3914,1,"pendiente",1
3915,6,"cancelado",6
3916,2,"cancelado",2
3917,7,"pendiente",7
3918,4,"cancelado",4
3919,1,"pendiente",1
3920,6,"cancelado",6
3921,2,"cancelado",2
3922,7,"pendiente",7
3923,4,"cancelado",4
3924,1,"pendiente",1
3925,6,"cancelado",6
3926,2,"cancelado",2
3927,7,"pendiente",7
3928,4,"cancelado",4
3929,1,"pendiente",1
3930,6,"cancelado",6
3931,2,"cancelado",2
3932,7,"pendiente",7
3933,4,"cancelado",4
3934,1,"pendiente",1
3935,6,"cancelado",6
3936,2,"cancelado",2
3937,7,"pendiente",7
3938,4,"cancelado",4
3939,1,"pendiente",1
3940,6,"cancelado",6
3941,2,"cancelado",2
3942,7,"pendiente",7
3943,4,"cancelado",4
3944,1,"pendiente",1
3945,6,"cancelado",6
3946,2,"cancelado",2
3947,7,"pendiente",7
3948,4,"cancelado",4
3949,1,"pendiente",1
3950,6,"cancelado",6
3951,2,"cancelado",2
3952,7,"pendiente",7
3953,4,"cancelado",4
3954,1,"pendiente",1
3955,6,"cancelado",6
3956,2,"cancelado",2
3957,7,"pendiente",7
3958,4,"cancelado",4
3959,1,"pendiente",1
3960,6,"cancelado",6
3961,2,"cancelado",2
3962,7,"pendiente",7
3963,4,"cancelado",4
3964,1,"pendiente",1
3965,6,"cancelado",6
3966,2,"cancelado",2
3967,7,"pendiente",7
3968,4,"cancelado",4
3969,1,"pendiente",1
3970,6,"cancelado",6
3971,2,"cancelado",2
3972,7,"pendiente",7
3973,4,"cancelado",4
3974,1,"pendiente",1
3975,6,"cancelado",6
3976,2,"cancelado",2
3977,7,"pendiente",7
3978,4,"cancelado",4
3979,1,"pendiente",1
3980,6,"cancelado",6
3981,2,"cancelado",2
3982,7,"pendiente",7
3983,4,"cancelado",4
3984,1,"pendiente",1
3985,6,"cancelado",6
3986,2,"cancelado",2
3987,7,"pendiente",7
3988,4,"cancelado",4
3989,1,"pendiente",1
3990,6,"cancelado",6
3991,2,"cancelado",2
3992,7,"pendiente",7
3993,4,"cancelado",4
3994,1,"pendiente",1
3995,6,"cancelado",6
3996,2,"cancelado",2
3997,7,"pendiente",7
3998,4,"cancelado",4
3999,1,"pendiente",1
4000,6,"cancelado",6
4001,2,"cancelado",2
4002,7,"pendiente",7
4003,4,"cancelado",4
4004,1,"pendiente",1
4005,6,"cancelado",6
4006,2,"cancelado",2
4007,7,"pendiente",7
4008,4,"cancelado",4
4009,1,"pendiente",1
4010,6,"cancelado",6
4011,2,"cancelado",2
4012,7,"pendiente",7
4013,4,"cancelado",4
4014,1,"pendiente",1
4015,6,"cancelado",6
4016,2,"cancelado",2
4017,7,"pendiente",7
4018,4,"cancelado",4
4019,1,"pendiente",1
4020,6,"cancelado",6
4021,2,"cancelado",2
4022,7,"pendiente",7
4023,4,"cancelado",4
4024,1,"pendiente",1
4025,6,"cancelado",6
4026,2,"cancelado",2
4027,7,"pendiente",7
4028,4,"cancelado",4
4029,1,"pendiente",1
4030,6,"cancelado",6
4031,2,"cancelado",2
4032,7,"pendiente",7
4033,4,"cancelado",4
4034,1,"pendiente",1
4035,6,"cancelado",6
4036,2,"cancelado",2
4037,7,"pendiente",7
4038,4,"cancelado",4
4039,1,"pendiente",1
4040,6,"cancelado",6
4041,2,"cancelado",2
4042,7,"pendiente",7
4043,4,"cancelado",4
4044,1,"pendiente",1
4045,6,"cancelado",6
4046,2,"cancelado",2
4047,7,"pendiente",7
4048,4,"cancelado",4
4049,1,"pendiente",1
4050,6,"cancelado",6
4051,2,"cancelado",2
4052,7,"pendiente",7
4053,4,"cancelado",4
4054,1,"pendiente",1
4055,6,"cancelado",6
4056,2,"cancelado",2
4057,7,"pendiente",7
4058,4,"cancelado",4
4059,1,"pendiente",1
4060,6,"cancelado",6
4061,2,"cancelado",2
4062,7,"pendiente",7
4063,4,"cancelado",4
4064,1,"pendiente",1
4065,6,"cancelado",6
4066,2,"cancelado",2
4067,7,"pendiente",7
4068,4,"cancelado",4
4069,1,"pendiente",1
4070,6,"cancelado",6
4071,2,"cancelado",2
4072,7,"pendiente",7
4073,4,"cancelado",4
4074,1,"pendiente",1
4075,6,"cancelado",6
4076,2,"cancelado",2
4077,7,"pendiente",7
4078,4,"cancelado",4
4079,1,"pendiente",1
4080,6,"cancelado",6
4081,2,"cancelado",2
4082,7,"pendiente",7
4083,4,"cancelado",4
4084,1,"pendiente",1
4085,6,"cancelado",6
4086,2,"cancelado",2
4087,7,"pendiente",7
4088,4,"cancelado",4
4089,1,"pendiente",1
4090,6,"cancelado",6
4091,2,"cancelado",2
4092,7,"pendiente",7
4093,4,"cancelado",4
4094,1,"pendiente",1
4095,6,"cancelado",6
4096,2,"cancelado",2
4097,7,"pendiente",7
4098,4,"cancelado",4
4099,1,"pendiente",1
4100,6,"cancelado",6
4101,2,"cancelado",2
4102,7,"pendiente",7
4103,4,"cancelado",4
4104,1,"pendiente",1
4105,6,"cancelado",6
4106,2,"cancelado",2
4107,7,"pendiente",7
4108,4,"cancelado",4
4109,1,"pendiente",1
4110,6,"cancelado",6
4111,2,"cancelado",2
4112,7,"pendiente",7
4113,4,"cancelado",4
4114,1,"pendiente",1
4115,6,"cancelado",6
4116,2,"cancelado",2
4117,7,"pendiente",7
4118,4,"cancelado",4
4119,1,"pendiente",1
4120,6,"cancelado",6
4121,2,"cancelado",2
4122,7,"pendiente",7
4123,4,"cancelado",4
4124,1,"pendiente",1
4125,6,"cancelado",6
4126,2,"cancelado",2
4127,7,"pendiente",7
4128,4,"cancelado",4
4129,1,"pendiente",1
4130,6,"cancelado",6
4131,2,"cancelado",2
4132,7,"pendiente",7
4133,4,"cancelado",4
4134,1,"pendiente",1
4135,6,"cancelado",6
4136,2,"cancelado",2
4137,7,"pendiente",7
4138,4,"cancelado",4
4139,1,"pendiente",1
4140,6,"cancelado",6
4141,2,"cancelado",2
4142,7,"pendiente",7
4143,4,"cancelado",4
4144,1,"pendiente",1
4145,6,"cancelado",6
4146,2,"cancelado",2
4147,7,"pendiente",7
4148,4,"cancelado",4
4149,1,"pendiente",1
4150,6,"cancelado",6
4151,2,"cancelado",2
4152,7,"pendiente",7
4153,4,"cancelado",4
4154,1,"pendiente",1
4155,6,"cancelado",6
4156,2,"cancelado",2
4157,7,"pendiente",7
4158,4,"cancelado",4
4159,1,"pendiente",1
4160,6,"cancelado",6
4161,2,"cancelado",2
4162,7,"pendiente",7
4163,4,"cancelado",4
4164,1,"pendiente",1
4165,6,"cancelado",6
4166,2,"cancelado",2
4167,7,"pendiente",7
4168,4,"cancelado",4
4169,1,"pendiente",1
4170,6,"cancelado",6
4171,2,"cancelado",2
4172,7,"pendiente",7
4173,4,"cancelado",4
4174,1,"pendiente",1
4175,6,"cancelado",6
4176,2,"cancelado",2
4177,7,"pendiente",7
4178,4,"cancelado",4
4179,1,"pendiente",1
4180,6,"cancelado",6
4181,2,"cancelado",2
4182,7,"pendiente",7
4183,4,"cancelado",4
4184,1,"pendiente",1
4185,6,"cancelado",6
4186,2,"cancelado",2
4187,7,"pendiente",7
4188,4,"cancelado",4
4189,1,"pendiente",1
4190,6,"cancelado",6
4191,2,"cancelado",2
4192,7,"pendiente",7
4193,4,"cancelado",4
4194,1,"pendiente",1
4195,6,"cancelado",6
4196,2,"cancelado",2
4197,7,"pendiente",7
4198,4,"cancelado",4
4199,1,"pendiente",1
4200,6,"cancelado",6
4201,2,"cancelado",2
4202,7,"pendiente",7
4203,4,"cancelado",4
4204,1,"pendiente",1
4205,6,"cancelado",6
4206,2,"cancelado",2
4207,7,"pendiente",7
4208,4,"cancelado",4
4209,1,"pendiente",1
4210,6,"cancelado",6
4211,2,"cancelado",2
4212,7,"pendiente",7
4213,4,"cancelado",4
4214,1,"pendiente",1
4215,6,"cancelado",6
4216,2,"cancelado",2
4217,7,"pendiente",7
4218,4,"cancelado",4
4219,1,"pendiente",1
4220,6,"cancelado",6
4221,2,"cancelado",2
4222,7,"pendiente",7
4223,4,"cancelado",4
4224,1,"pendiente",1
4225,6,"cancelado",6
4226,2,"cancelado",2
4227,7,"pendiente",7
4228,4,"cancelado",4
4229,1,"pendiente",1
4230,6,"cancelado",6
4231,2,"cancelado",2
4232,7,"pendiente",7
4233,4,"cancelado",4
4234,1,"pendiente",1
4235,6,"cancelado",6
4236,2,"cancelado",2
4237,7,"pendiente",7
4238,4,"cancelado",4
4239,1,"pendiente",1
4240,6,"cancelado",6
4241,2,"cancelado",2
4242,7,"pendiente",7
4243,4,"cancelado",4
4244,1,"pendiente",1
4245,6,"cancelado",6
4246,2,"cancelado",2
4247,7,"pendiente",7
4248,4,"cancelado",4
4249,1,"pendiente",1
4250,6,"cancelado",6
4251,2,"cancelado",2
4252,7,"pendiente",7
4253,4,"cancelado",4
4254,1,"pendiente",1
4255,6,"cancelado",6
4256,2,"cancelado",2
4257,7,"pendiente",7
4258,4,"cancelado",4
4259,1,"pendiente",1
4260,6,"cancelado",6
4261,2,"cancelado",2
4262,7,"pendiente",7
4263,4,"cancelado",4
4264,1,"pendiente",1
4265,6,"cancelado",6
4266,2,"cancelado",2
4267,7,"pendiente",7
4268,4,"cancelado",4
4269,1,"pendiente",1
4270,6,"cancelado",6
4271,2,"cancelado",2
4272,7,"pendiente",7
4273,4,"cancelado",4
4274,1,"pendiente",1
4275,6,"cancelado",6
4276,2,"cancelado",2
4277,7,"pendiente",7
4278,4,"cancelado",4
4279,1,"pendiente",1
4280,6,"cancelado",6
4281,2,"cancelado",2
4282,7,"pendiente",7
4283,4,"cancelado",4
4284,1,"pendiente",1
4285,6,"cancelado",6
4286,2,"cancelado",2
4287,7,"pendiente",7
4288,4,"cancelado",4
4289,1,"pendiente",1
4290,6,"cancelado",6
4291,2,"cancelado",2
4292,7,"pendiente",7
4293,4,"cancelado",4
4294,1,"pendiente",1
4295,6,"cancelado",6
4296,2,"cancelado",2
4297,7,"pendiente",7
4298,4,"cancelado",4
4299,1,"pendiente",1
4300,6,"cancelado",6
4301,2,"cancelado",2
4302,7,"pendiente",7
4303,4,"cancelado",4
4304,1,"pendiente",1
4305,6,"cancelado",6
4306,2,"cancelado",2
4307,7,"pendiente",7
4308,4,"cancelado",4
4309,1,"pendiente",1
4310,6,"cancelado",6
4311,2,"cancelado",2
4312,7,"pendiente",7
4313,4,"cancelado",4
4314,1,"pendiente",1
4315,6,"cancelado",6
4316,2,"cancelado",2
4317,7,"pendiente",7
4318,4,"cancelado",4
4319,1,"pendiente",1
4320,6,"cancelado",6
4321,2,"cancelado",2
4322,7,"pendiente",7
4323,4,"cancelado",4
4324,1,"pendiente",1
4325,6,"cancelado",6
4326,2,"cancelado",2
4327,7,"pendiente",7
4328,4,"cancelado",4
4329,1,"pendiente",1
4330,6,"cancelado",6
4331,2,"cancelado",2
4332,7,"pendiente",7
4333,4,"cancelado",4
4334,1,"pendiente",1
4335,6,"cancelado",6
4336,2,"cancelado",2
4337,7,"pendiente",7
4338,4,"cancelado",4
4339,1,"pendiente",1
4340,6,"cancelado",6
4341,2,"cancelado",2
4342,7,"pendiente",7
4343,4,"cancelado",4
4344,1,"pendiente",1
4345,6,"cancelado",6
4346,2,"cancelado",2
4347,7,"pendiente",7
4348,4,"cancelado",4
4349,1,"pendiente",1
4350,6,"cancelado",6
4351,2,"cancelado",2
4352,7,"pendiente",7
4353,4,"cancelado",4
4354,1,"pendiente",1
4355,6,"cancelado",6
4356,2,"cancelado",2
4357,7,"pendiente",7
4358,4,"cancelado",4
4359,1,"pendiente",1
4360,6,"cancelado",6
4361,2,"cancelado",2
4362,7,"pendiente",7
4363,4,"cancelado",4
4364,1,"pendiente",1
4365,6,"cancelado",6
4366,2,"cancelado",2
